sample_id,source_file,mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,curve_rmse_uW,curve_mae_uW,area_error_J_g,tp_error_C,peak_height_error_uW,actual_area_J_g,pred_area_J_g,actual_tp_C,pred_tp_C,actual_peak_height_uW,pred_peak_height_uW,actual_width_C,pred_width_C,n_points_fit
kovacs_eig_04_001,ps-kovacs-04.xlsx,two_step,75.0,10.000020000000001,100.0,10.000020000000001,20.000040000000002,45.40449567024338,40.91204662804278,-0.582451056852667,-0.4423287695968412,-12.683994766832953,5.198751303624986,4.616300246772318,89.5256042480469,89.08327547845006,116.44614574542913,103.76215097859618,9.304686833971969,9.067864009799434,3583
kovacs_eig_04_002,ps-kovacs-04.xlsx,two_step,50.0,100.0002,70.0,60.0,160.0002,45.63450291198036,40.50209421025249,-0.1336991992022065,0.0014114672006400042,-1.4246776326391597,4.622149646441499,4.488450447239294,89.4388580322266,89.44026949942725,102.80052748987367,101.37584985723451,9.253568061021094,9.242109791864403,3583
kovacs_eig_04_003,ps-kovacs-04.xlsx,two_step,65.0,10.000020000000001,85.0,600.0,610.00002,50.42731409942295,45.18921582574902,-1.2856728479820705,-0.122995428127183,-29.95737048546782,6.352206508140255,5.066533660158185,89.2576141357422,89.13461870761502,142.45981511972315,112.50244463425533,9.147759001912185,9.144621930879088,3582
kovacs_eig_04_004,ps-kovacs-04.xlsx,two_step,50.0,10.000020000000001,70.0,300.0,310.00002,51.50287289764561,44.838840433549976,0.262633378353321,-0.1990061659148239,8.726225819850413,4.6025051889221125,4.865138567275434,89.4100494384766,89.21104327256178,100.06193904490061,108.78816486475102,9.316833351562394,9.164163723475298,3582
hs_01_001,ps-hs-01.xlsx,single_step,70.0,300.0,nan,nan,300.0,45.3872876179436,40.59713187220104,-0.25307157765653143,-0.10949629557902085,-3.036922147620402,4.705337610851058,4.452266033194527,89.1439743041992,89.03447800862018,103.18819513125112,100.15127298363072,9.16153956415948,9.065598198090102,3581
hs_01_002,ps-hs-01.xlsx,single_step,90.0,100.0002,nan,nan,100.0002,45.78676052656681,41.24467138385117,-0.9601008761086147,0.08156308825239478,-20.65937550302256,5.520913747515622,4.560812871407008,88.9820175170898,89.0635806053422,123.05696931142211,102.39759380839955,9.04647136152168,9.071138435095476,3581
hs_01_003,ps-hs-01.xlsx,single_step,95.0,100.02,nan,nan,100.02,45.35157349852639,40.603297772848386,-1.134836585535524,-0.3662364786324872,-25.449320363829827,5.757307915701669,4.622471330166147,89.412109375,89.04587289636751,129.12192883625244,103.67260847242261,9.201578395302592,9.064479893336046,3582
hs_02_001,ps-hs-02.xlsx,two_step,50.0,10.000020000000001,80.0,1800.0,1810.00002,54.33015149115828,46.86780773179667,-2.145632686543375,-0.10262798202289503,-50.92051257663738,7.158218651100646,5.012585964557269,89.2476425170898,89.1450145350669,161.88487778759736,110.96436521095998,9.15285961825801,9.155676239659897,3581
hs_02_002,ps-hs-02.xlsx,two_step,50.0,10.000020000000001,100.0,1800.0,1810.00002,61.32206349095871,53.07018200276368,0.3569976716878019,0.029560774020822578,7.44004571448761,5.5338770202442005,5.8908746919320025,89.4604263305664,89.48998710458723,123.65067411783514,131.09071983232275,9.267841665500901,9.295011943198618,3582
hs_02_003,ps-hs-02.xlsx,two_step,65.0,10.000020000000001,100.0,1200.0,1210.00002,57.10152093013567,49.94741670059609,0.14916407472976803,0.2043309881367179,1.8072691960176144,5.469579501067644,5.618743575797413,89.105354309082,89.30968529721872,122.87246339768762,124.67973259370524,9.076669699901542,9.222192726744636,3581
single_hs_80_90_01_001,ps-single-hs-01.xlsx,single_step,80.0,49.999999999999986,nan,nan,49.999999999999986,42.782956063042775,38.47955309491321,-0.7629344670026013,0.38837010274588124,-17.025553542814535,5.045908819653142,4.282974352650539,88.7087326049805,89.09710270772638,113.48084117424298,96.45528763142845,8.901796442416284,9.080908232713554,3581
single_hs_80_90_01_002,ps-single-hs-01.xlsx,single_step,80.0,499.99999999999983,nan,nan,499.99999999999983,48.78265386214568,43.92006274005383,-1.0021370660917048,1.5693011565971204,-22.51071892561147,5.612278104490663,4.610141038398958,87.5029754638672,89.07227662046432,125.88278045682057,103.3720615312091,8.424344561774012,9.085413273361166,3581
single_hs_80_90_01_003,ps-single-hs-01.xlsx,single_step,80.0,1000.000000000002,nan,nan,1000.000000000002,50.99691357381637,44.636508026554125,-1.812958456597567,0.7952060702775867,-42.271010181716605,6.375046073597629,4.562087617000063,88.2402877807617,89.03549385103929,144.45426853346635,102.18325835174974,8.717635123215073,9.070557227077753,3580
single_hs_80_90_01_004,ps-single-hs-01.xlsx,single_step,90.0,49.999999999999986,nan,nan,49.999999999999986,46.51817921656457,41.56207514210496,-1.2524008437447294,1.318706686544573,-27.557228818621354,5.6621313347462285,4.4097304910015,87.8125915527344,89.13129823927898,126.70360124095396,99.1463724223326,8.53502088230464,9.095475742641959,3581
single_hs_80_90_01_005,ps-single-hs-01.xlsx,single_step,90.0,499.99999999999983,nan,nan,499.99999999999983,52.78288214716084,43.32896972653882,-2.5435488536008664,-0.39392598585344274,-60.01582569373973,7.240676809207725,4.6971279556068595,89.3954849243164,89.00155893846296,165.05479731685875,105.03897162311902,9.164308038794964,9.056915876676598,3582
kovacs_80_to_90_001,pskovacs.xlsx,two_step,80.0,49.98,90.0,0.1002,50.0802,49.08858235805101,40.826941409169194,0.8200392088187295,0.4706266504664143,19.33629502948324,3.654429528281382,4.4744687371001115,87.9974212646484,88.46804791511481,80.8291039056428,100.16539893512603,8.613553259490155,8.811771671440521,3578
kovacs_80_to_90_002,pskovacs.xlsx,two_step,80.0,49.98,90.0,0.4998,50.4798,48.68712545474708,40.438163715288674,0.7887328763331342,0.20778967449176378,18.73348463984037,3.6672512744528394,4.455984150785974,88.5009765625,88.70876623699176,81.18555473522838,99.91903937506875,8.840266613908835,8.913730811022615,3579
kovacs_80_to_90_003,pskovacs.xlsx,two_step,80.0,49.98,90.0,0.7979999999999999,50.778,48.64650366802867,40.58413630934538,0.735332138881045,0.08466432082799713,18.118426736497824,3.7165388072507692,4.451870946131815,88.6924438476563,88.7771081684843,81.7746420602466,99.89306879674443,8.964377538930629,8.941702379483246,3580
kovacs_80_to_90_004,pskovacs.xlsx,two_step,80.0,49.98,90.0,1.0002,50.980199999999996,48.35723577303968,40.532620468159486,0.6992251700162977,0.019188784647923285,16.812942246683733,3.7508843387984006,4.450109508814697,88.7902908325195,88.80947961716743,83.04434114161421,99.85728338829794,8.980870832408641,8.956699840900306,3580
kovacs_80_to_90_005,pskovacs.xlsx,two_step,80.0,49.98,90.0,4.998,54.977999999999994,48.149881334373525,40.498849473792504,0.6346413142344324,0.1673921197592847,14.896240594119618,3.8221685904085505,4.4568099046429825,88.871467590332,89.03885971009129,85.21368085117797,100.10992144529759,9.00670361356392,9.057941979841958,3580
kovacs_80_to_90_006,pskovacs.xlsx,two_step,80.0,49.98,90.0,10.020000000000001,60.0,48.483627088975844,40.81588808950919,0.607490023644678,0.8291533684123067,15.090822729134018,3.866021496564301,4.473511520208978,88.3134078979492,89.14256126636151,85.4346973842338,100.52552011336782,8.77702913687087,9.10448559612643,3581
kovacs_80_to_90_007,pskovacs.xlsx,two_step,80.0,49.98,90.0,49.98,99.96,48.85084344327467,41.45157032936039,0.5088212399031278,0.2689106350811983,11.638585642678606,4.103689932655714,4.6125111725588415,89.0168075561523,89.2857181912335,91.84390374524202,103.48248938792062,9.05586013310328,9.176480240272262,3582
kovacs_80_to_90_008,pskovacs.xlsx,two_step,80.0,49.98,90.0,100.02,150.0,49.33511411388706,42.324494750047535,0.38724779109289786,0.34985135669671763,8.277170652904147,4.354627627490895,4.741875418583794,89.0164947509766,89.36634610767332,97.97394657254165,106.2511172254458,9.040707972876966,9.218477911165824,3582
