figure,panel,t2_s,t1_s,fit_curve_rank_top_to_bottom,fit_curve_color,delta_h_kj_mol,source_pixel_x,source_pixel_y,source_point_id,source_marker_color,visible_markers_at_t2,assignment_method,note
Fig2,a,50,20.0,8,magenta,0.61236,545.0,487.0,29,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,50,50.0,9,blue_star,0.61236,545.0,487.0,29,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,50,100.0,10,red,0.61236,545.0,487.0,29,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,0.1,1,blue,0.63258,576.5,505.0,30,orange/yellow,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,0.2,2,orange,0.63258,576.5,505.0,30,orange/yellow,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,0.5,3,light_green,0.63258,576.5,505.0,30,orange/yellow,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,1.0,4,lavender,0.63258,576.5,505.0,30,orange/yellow,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,2.0,5,peach_orange,0.63258,576.5,505.0,30,orange/yellow,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,5.0,6,yellow,0.64944,577.0,520.0,31,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,10.0,7,yellow_green,0.64944,577.0,520.0,31,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,20.0,8,magenta,0.64944,577.0,520.0,31,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,50.0,9,blue_star,0.64944,577.0,520.0,31,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,100,100.0,10,red,0.64944,577.0,520.0,31,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,200,0.1,1,blue,0.65618,614.0,526.0,33,"rgb(242,94,48)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,200,0.2,2,orange,0.65618,614.0,526.0,33,"rgb(242,94,48)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,200,0.5,3,light_green,0.65618,614.0,526.0,33,"rgb(242,94,48)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,200,1.0,4,lavender,0.65618,614.0,526.0,33,"rgb(242,94,48)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,200,2.0,5,peach_orange,0.65618,614.0,526.0,33,"rgb(242,94,48)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,200,5.0,6,yellow,0.66854,611.0,537.0,32,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,200,10.0,7,yellow_green,0.66854,611.0,537.0,32,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,a,200,20.0,8,magenta,0.66854,611.0,537.0,32,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
