panel,t1_temperature_k,t1_s,t2_temperature_k,t2_s,delta_t_k,log_t1,log_t2,inv_t1_k,inv_t2_k,s1_j_mol_k,s2_j_mol_k,delta_s_j_mol_k,h1_kj_mol_arrt,h2_kj_mol_arrt,h1_kj_mol_fig3,h2_kj_mol_fig3,tp1_1000kps_k_fig3,tp2_1000kps_k_fig3,tnm_dose1,tnm_dose2,delta_h_kj_mol,delta_h_peak_kj_mol,memory_effect_label,source_assignment_method
c,373.0,0.5,383.0,5.0,10.0,-0.3010299956639812,0.6989700043360189,0.002680965147453083,0.0026109660574412533,3.0,132.0,129.0,91.02059518914565,150.2845171515978,94.0,148.0,384.0,408.0,0.12365982805969689,0.4744495689020165,0.46573,0.057,1,shared_overlap_visible_markers
c,373.0,1.0,383.0,5.0,10.0,0.0,0.6989700043360189,0.002680965147453083,0.0026109660574412533,5.0,132.0,127.0,93.91624876711884,150.2845171515978,98.0,148.0,389.0,408.0,0.1629203883894238,0.4744495689020165,0.49551,0.087,1,shared_overlap_visible_markers
c,373.0,2.0,383.0,5.0,10.0,0.3010299956639812,0.6989700043360189,0.002680965147453083,0.0026109660574412533,8.0,132.0,124.0,97.18490234509204,150.2845171515978,112.0,148.0,397.0,408.0,0.21304700712026226,0.4744495689020165,0.49551,0.087,1,shared_overlap_visible_markers
c,373.0,5.0,383.0,5.0,10.0,0.6989700043360189,0.6989700043360189,0.002680965147453083,0.0026109660574412533,25.0,132.0,107.0,106.36758980408997,150.2845171515978,148.0,148.0,408.0,408.0,0.2990264484455367,0.4744495689020165,0.51573,0.087,1,shared_overlap_visible_markers
c,373.0,10.0,383.0,5.0,10.0,1.0,0.6989700043360189,0.002680965147453083,0.0026109660574412533,82.0,132.0,50.0,129.77824338206318,150.2845171515978,155.0,148.0,414.0,408.0,0.38038195427221255,0.4744495689020165,0.51573,0.087,1,shared_overlap_visible_markers
c,373.0,20.0,383.0,5.0,10.0,1.3010299956639813,0.6989700043360189,0.002680965147453083,0.0026109660574412533,127.0,132.0,5.0,148.71289696003637,150.2845171515978,156.0,148.0,419.0,408.0,0.475261957765561,0.4744495689020165,0.55843,0.1,1,shared_overlap_visible_markers
c,373.0,50.0,383.0,5.0,10.0,1.6989700043360187,0.6989700043360189,0.002680965147453083,0.0026109660574412533,144.0,132.0,-12.0,157.89558441903426,150.2845171515978,157.0,148.0,424.0,408.0,0.6156732865520889,0.4744495689020165,0.55843,0.1,1,shared_overlap_visible_markers
c,373.0,100.0,383.0,5.0,10.0,2.0,0.6989700043360189,0.002680965147453083,0.0026109660574412533,144.0,132.0,-12.0,160.0452379970075,150.2845171515978,156.0,148.0,427.0,408.0,0.7242632412232468,0.4744495689020165,0.60449,0.1,1,shared_overlap_visible_markers
c,373.0,0.1,383.0,10.0,10.0,-1.0,1.0,0.002680965147453083,0.0026109660574412533,2.0,158.0,156.0,85.65625415217451,162.44980219278744,92.0,155.0,377.0,414.0,0.06393688597154112,0.5796584374693803,0.5264,0.087,1,shared_overlap_visible_markers
c,373.0,0.2,383.0,10.0,10.0,-0.6989700043360187,1.0,0.002680965147453083,0.0026109660574412533,2.0,158.0,156.0,87.80590773014772,162.44980219278744,92.0,155.0,380.0,414.0,0.08516807806454108,0.5796584374693803,0.5264,0.087,1,shared_overlap_visible_markers
c,373.0,0.5,383.0,10.0,10.0,-0.3010299956639812,1.0,0.002680965147453083,0.0026109660574412533,3.0,158.0,155.0,91.02059518914565,162.44980219278744,94.0,155.0,384.0,414.0,0.12365982805969689,0.5796584374693803,0.55112,0.087,1,shared_overlap_visible_markers
c,373.0,1.0,383.0,10.0,10.0,0.0,1.0,0.002680965147453083,0.0026109660574412533,5.0,158.0,153.0,93.91624876711884,162.44980219278744,98.0,155.0,389.0,414.0,0.1629203883894238,0.5796584374693803,0.55112,0.087,1,shared_overlap_visible_markers
c,373.0,2.0,383.0,10.0,10.0,0.3010299956639812,1.0,0.002680965147453083,0.0026109660574412533,8.0,158.0,150.0,97.18490234509204,162.44980219278744,112.0,155.0,397.0,414.0,0.21304700712026226,0.5796584374693803,0.55112,0.087,1,shared_overlap_visible_markers
c,373.0,5.0,383.0,10.0,10.0,0.6989700043360189,1.0,0.002680965147453083,0.0026109660574412533,25.0,158.0,133.0,106.36758980408997,162.44980219278744,148.0,155.0,408.0,414.0,0.2990264484455367,0.5796584374693803,0.56854,0.1,1,shared_overlap_visible_markers
c,373.0,10.0,383.0,10.0,10.0,1.0,1.0,0.002680965147453083,0.0026109660574412533,82.0,158.0,76.0,129.77824338206318,162.44980219278744,155.0,155.0,414.0,414.0,0.38038195427221255,0.5796584374693803,0.56854,0.1,1,shared_overlap_visible_markers
c,373.0,20.0,383.0,10.0,10.0,1.3010299956639813,1.0,0.002680965147453083,0.0026109660574412533,127.0,158.0,31.0,148.71289696003637,162.44980219278744,156.0,155.0,419.0,414.0,0.475261957765561,0.5796584374693803,0.56854,0.1,1,shared_overlap_visible_markers
c,373.0,50.0,383.0,10.0,10.0,1.6989700043360187,1.0,0.002680965147453083,0.0026109660574412533,144.0,158.0,14.0,157.89558441903426,162.44980219278744,157.0,155.0,424.0,414.0,0.6156732865520889,0.5796584374693803,0.60787,0.1,1,shared_overlap_visible_markers
c,373.0,100.0,383.0,10.0,10.0,2.0,1.0,0.002680965147453083,0.0026109660574412533,144.0,158.0,14.0,160.0452379970075,162.44980219278744,156.0,155.0,427.0,414.0,0.7242632412232468,0.5796584374693803,0.60787,0.1,1,shared_overlap_visible_markers
c,373.0,0.1,383.0,20.0,10.0,-1.0,1.3010299956639813,0.002680965147453083,0.0026109660574412533,2.0,163.0,161.0,85.65625415217451,166.57208723397704,92.0,156.0,377.0,419.0,0.06393688597154112,0.6888968370811791,0.5618,0.1,1,shared_overlap_visible_markers
c,373.0,0.2,383.0,20.0,10.0,-0.6989700043360187,1.3010299956639813,0.002680965147453083,0.0026109660574412533,2.0,163.0,161.0,87.80590773014772,166.57208723397704,92.0,156.0,380.0,419.0,0.08516807806454108,0.6888968370811791,0.5618,0.1,1,shared_overlap_visible_markers
c,373.0,0.5,383.0,20.0,10.0,-0.3010299956639812,1.3010299956639813,0.002680965147453083,0.0026109660574412533,3.0,163.0,160.0,91.02059518914565,166.57208723397704,94.0,156.0,384.0,419.0,0.12365982805969689,0.6888968370811791,0.57303,0.1,1,shared_overlap_visible_markers
c,373.0,1.0,383.0,20.0,10.0,0.0,1.3010299956639813,0.002680965147453083,0.0026109660574412533,5.0,163.0,158.0,93.91624876711884,166.57208723397704,98.0,156.0,389.0,419.0,0.1629203883894238,0.6888968370811791,0.57303,0.1,1,shared_overlap_visible_markers
c,373.0,2.0,383.0,20.0,10.0,0.3010299956639812,1.3010299956639813,0.002680965147453083,0.0026109660574412533,8.0,163.0,155.0,97.18490234509204,166.57208723397704,112.0,156.0,397.0,419.0,0.21304700712026226,0.6888968370811791,0.57303,0.1,1,shared_overlap_visible_markers
c,373.0,5.0,383.0,20.0,10.0,0.6989700043360189,1.3010299956639813,0.002680965147453083,0.0026109660574412533,25.0,163.0,138.0,106.36758980408997,166.57208723397704,148.0,156.0,408.0,419.0,0.2990264484455367,0.6888968370811791,0.5794,0.1,1,shared_overlap_visible_markers
c,373.0,10.0,383.0,20.0,10.0,1.0,1.3010299956639813,0.002680965147453083,0.0026109660574412533,82.0,163.0,81.0,129.77824338206318,166.57208723397704,155.0,156.0,414.0,419.0,0.38038195427221255,0.6888968370811791,0.5794,0.1,1,shared_overlap_visible_markers
c,373.0,20.0,383.0,20.0,10.0,1.3010299956639813,1.3010299956639813,0.002680965147453083,0.0026109660574412533,127.0,163.0,36.0,148.71289696003637,166.57208723397704,156.0,156.0,419.0,419.0,0.475261957765561,0.6888968370811791,0.5794,0.1,1,shared_overlap_visible_markers
c,373.0,50.0,383.0,20.0,10.0,1.6989700043360187,1.3010299956639813,0.002680965147453083,0.0026109660574412533,144.0,163.0,19.0,157.89558441903426,166.57208723397704,157.0,156.0,424.0,419.0,0.6156732865520889,0.6888968370811791,0.61461,0.1,1,shared_overlap_visible_markers
c,373.0,100.0,383.0,20.0,10.0,2.0,1.3010299956639813,0.002680965147453083,0.0026109660574412533,144.0,163.0,19.0,160.0452379970075,166.57208723397704,156.0,156.0,427.0,419.0,0.7242632412232468,0.6888968370811791,0.61461,0.1,1,shared_overlap_visible_markers
c,373.0,0.1,383.0,50.0,10.0,-1.0,1.6989700043360187,0.002680965147453083,0.0026109660574412533,2.0,157.0,155.0,85.65625415217451,167.19195934335025,92.0,157.0,377.0,424.0,0.06393688597154112,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,0.2,383.0,50.0,10.0,-0.6989700043360187,1.6989700043360187,0.002680965147453083,0.0026109660574412533,2.0,157.0,155.0,87.80590773014772,167.19195934335025,92.0,157.0,380.0,424.0,0.08516807806454108,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,0.5,383.0,50.0,10.0,-0.3010299956639812,1.6989700043360187,0.002680965147453083,0.0026109660574412533,3.0,157.0,154.0,91.02059518914565,167.19195934335025,94.0,157.0,384.0,424.0,0.12365982805969689,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,1.0,383.0,50.0,10.0,0.0,1.6989700043360187,0.002680965147453083,0.0026109660574412533,5.0,157.0,152.0,93.91624876711884,167.19195934335025,98.0,157.0,389.0,424.0,0.1629203883894238,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,2.0,383.0,50.0,10.0,0.3010299956639812,1.6989700043360187,0.002680965147453083,0.0026109660574412533,8.0,157.0,149.0,97.18490234509204,167.19195934335025,112.0,157.0,397.0,424.0,0.21304700712026226,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,5.0,383.0,50.0,10.0,0.6989700043360189,1.6989700043360187,0.002680965147453083,0.0026109660574412533,25.0,157.0,132.0,106.36758980408997,167.19195934335025,148.0,157.0,408.0,424.0,0.2990264484455367,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,10.0,383.0,50.0,10.0,1.0,1.6989700043360187,0.002680965147453083,0.0026109660574412533,82.0,157.0,75.0,129.77824338206318,167.19195934335025,155.0,157.0,414.0,424.0,0.38038195427221255,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,20.0,383.0,50.0,10.0,1.3010299956639813,1.6989700043360187,0.002680965147453083,0.0026109660574412533,127.0,157.0,30.0,148.71289696003637,167.19195934335025,156.0,157.0,419.0,424.0,0.475261957765561,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,50.0,383.0,50.0,10.0,1.6989700043360187,1.6989700043360187,0.002680965147453083,0.0026109660574412533,144.0,157.0,13.0,157.89558441903426,167.19195934335025,157.0,157.0,424.0,424.0,0.6156732865520889,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,100.0,383.0,50.0,10.0,2.0,1.6989700043360187,0.002680965147453083,0.0026109660574412533,144.0,157.0,13.0,160.0452379970075,167.19195934335025,156.0,157.0,427.0,424.0,0.7242632412232468,0.8229793525209876,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,0.1,383.0,100.0,10.0,-1.0,2.0,0.002680965147453083,0.0026109660574412533,2.0,157.0,155.0,85.65625415217451,169.3992443845399,92.0,156.0,377.0,427.0,0.06393688597154112,0.9029685363075911,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,0.2,383.0,100.0,10.0,-0.6989700043360187,2.0,0.002680965147453083,0.0026109660574412533,2.0,157.0,155.0,87.80590773014772,169.3992443845399,92.0,156.0,380.0,427.0,0.08516807806454108,0.9029685363075911,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,0.5,383.0,100.0,10.0,-0.3010299956639812,2.0,0.002680965147453083,0.0026109660574412533,3.0,157.0,154.0,91.02059518914565,169.3992443845399,94.0,156.0,384.0,427.0,0.12365982805969689,0.9029685363075911,0.63034,0.108,1,shared_overlap_visible_markers
c,373.0,1.0,383.0,100.0,10.0,0.0,2.0,0.002680965147453083,0.0026109660574412533,5.0,157.0,152.0,93.91624876711884,169.3992443845399,98.0,156.0,389.0,427.0,0.1629203883894238,0.9029685363075911,0.65281,0.108,1,shared_overlap_visible_markers
c,373.0,2.0,383.0,100.0,10.0,0.3010299956639812,2.0,0.002680965147453083,0.0026109660574412533,8.0,157.0,149.0,97.18490234509204,169.3992443845399,112.0,156.0,397.0,427.0,0.21304700712026226,0.9029685363075911,0.65281,0.108,1,shared_overlap_visible_markers
c,373.0,5.0,383.0,100.0,10.0,0.6989700043360189,2.0,0.002680965147453083,0.0026109660574412533,25.0,157.0,132.0,106.36758980408997,169.3992443845399,148.0,156.0,408.0,427.0,0.2990264484455367,0.9029685363075911,0.65281,0.108,1,shared_overlap_visible_markers
c,373.0,10.0,383.0,100.0,10.0,1.0,2.0,0.002680965147453083,0.0026109660574412533,82.0,157.0,75.0,129.77824338206318,169.3992443845399,155.0,156.0,414.0,427.0,0.38038195427221255,0.9029685363075911,0.65281,0.108,1,shared_overlap_visible_markers
c,373.0,20.0,383.0,100.0,10.0,1.3010299956639813,2.0,0.002680965147453083,0.0026109660574412533,127.0,157.0,30.0,148.71289696003637,169.3992443845399,156.0,156.0,419.0,427.0,0.475261957765561,0.9029685363075911,0.65506,0.108,1,shared_overlap_visible_markers
c,373.0,50.0,383.0,100.0,10.0,1.6989700043360187,2.0,0.002680965147453083,0.0026109660574412533,144.0,157.0,13.0,157.89558441903426,169.3992443845399,157.0,156.0,424.0,427.0,0.6156732865520889,0.9029685363075911,0.65506,0.108,1,shared_overlap_visible_markers
c,373.0,100.0,383.0,100.0,10.0,2.0,2.0,0.002680965147453083,0.0026109660574412533,144.0,157.0,13.0,160.0452379970075,169.3992443845399,156.0,156.0,427.0,427.0,0.7242632412232468,0.9029685363075911,0.65506,0.108,1,shared_overlap_visible_markers
c,373.0,0.1,383.0,200.0,10.0,-1.0,2.3010299956639813,0.002680965147453083,0.0026109660574412533,2.0,154.0,152.0,85.65625415217451,170.45752942572955,92.0,155.0,377.0,430.0,0.06393688597154112,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,0.2,383.0,200.0,10.0,-0.6989700043360187,2.3010299956639813,0.002680965147453083,0.0026109660574412533,2.0,154.0,152.0,87.80590773014772,170.45752942572955,92.0,155.0,380.0,430.0,0.08516807806454108,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,0.5,383.0,200.0,10.0,-0.3010299956639812,2.3010299956639813,0.002680965147453083,0.0026109660574412533,3.0,154.0,151.0,91.02059518914565,170.45752942572955,94.0,155.0,384.0,430.0,0.12365982805969689,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,1.0,383.0,200.0,10.0,0.0,2.3010299956639813,0.002680965147453083,0.0026109660574412533,5.0,154.0,149.0,93.91624876711884,170.45752942572955,98.0,155.0,389.0,430.0,0.1629203883894238,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,2.0,383.0,200.0,10.0,0.3010299956639812,2.3010299956639813,0.002680965147453083,0.0026109660574412533,8.0,154.0,146.0,97.18490234509204,170.45752942572955,112.0,155.0,397.0,430.0,0.21304700712026226,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,5.0,383.0,200.0,10.0,0.6989700043360189,2.3010299956639813,0.002680965147453083,0.0026109660574412533,25.0,154.0,129.0,106.36758980408997,170.45752942572955,148.0,155.0,408.0,430.0,0.2990264484455367,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,10.0,383.0,200.0,10.0,1.0,2.3010299956639813,0.002680965147453083,0.0026109660574412533,82.0,154.0,72.0,129.77824338206318,170.45752942572955,155.0,155.0,414.0,430.0,0.38038195427221255,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,20.0,383.0,200.0,10.0,1.3010299956639813,2.3010299956639813,0.002680965147453083,0.0026109660574412533,127.0,154.0,27.0,148.71289696003637,170.45752942572955,156.0,155.0,419.0,430.0,0.475261957765561,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,50.0,383.0,200.0,10.0,1.6989700043360187,2.3010299956639813,0.002680965147453083,0.0026109660574412533,144.0,154.0,10.0,157.89558441903426,170.45752942572955,157.0,155.0,424.0,430.0,0.6156732865520889,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,100.0,383.0,200.0,10.0,2.0,2.3010299956639813,0.002680965147453083,0.0026109660574412533,144.0,154.0,10.0,160.0452379970075,170.45752942572955,156.0,155.0,427.0,430.0,0.7242632412232468,0.9568347147679082,0.65618,0.108,1,shared_overlap_visible_markers
c,373.0,0.1,383.0,500.0,10.0,-1.0,2.6989700043360187,0.002680965147453083,0.0026109660574412533,2.0,153.0,151.0,85.65625415217451,172.99240153510274,92.0,155.0,377.0,432.0,0.06393688597154112,0.9905369698851628,0.66854,0.108,1,shared_overlap_visible_markers
c,373.0,0.2,383.0,500.0,10.0,-0.6989700043360187,2.6989700043360187,0.002680965147453083,0.0026109660574412533,2.0,153.0,151.0,87.80590773014772,172.99240153510274,92.0,155.0,380.0,432.0,0.08516807806454108,0.9905369698851628,0.66854,0.108,1,shared_overlap_visible_markers
c,373.0,0.5,383.0,500.0,10.0,-0.3010299956639812,2.6989700043360187,0.002680965147453083,0.0026109660574412533,3.0,153.0,150.0,91.02059518914565,172.99240153510274,94.0,155.0,384.0,432.0,0.12365982805969689,0.9905369698851628,0.66854,0.108,1,shared_overlap_visible_markers
c,373.0,1.0,383.0,500.0,10.0,0.0,2.6989700043360187,0.002680965147453083,0.0026109660574412533,5.0,153.0,148.0,93.91624876711884,172.99240153510274,98.0,155.0,389.0,432.0,0.1629203883894238,0.9905369698851628,0.66854,0.108,1,shared_overlap_visible_markers
c,373.0,2.0,383.0,500.0,10.0,0.3010299956639812,2.6989700043360187,0.002680965147453083,0.0026109660574412533,8.0,153.0,145.0,97.18490234509204,172.99240153510274,112.0,155.0,397.0,432.0,0.21304700712026226,0.9905369698851628,0.66854,0.108,1,shared_overlap_visible_markers
c,373.0,5.0,383.0,500.0,10.0,0.6989700043360189,2.6989700043360187,0.002680965147453083,0.0026109660574412533,25.0,153.0,128.0,106.36758980408997,172.99240153510274,148.0,155.0,408.0,432.0,0.2990264484455367,0.9905369698851628,0.68539,0.118,1,shared_overlap_visible_markers
c,373.0,10.0,383.0,500.0,10.0,1.0,2.6989700043360187,0.002680965147453083,0.0026109660574412533,82.0,153.0,71.0,129.77824338206318,172.99240153510274,155.0,155.0,414.0,432.0,0.38038195427221255,0.9905369698851628,0.68539,0.118,1,shared_overlap_visible_markers
c,373.0,20.0,383.0,500.0,10.0,1.3010299956639813,2.6989700043360187,0.002680965147453083,0.0026109660574412533,127.0,153.0,26.0,148.71289696003637,172.99240153510274,156.0,155.0,419.0,432.0,0.475261957765561,0.9905369698851628,0.68539,0.118,1,shared_overlap_visible_markers
c,373.0,50.0,383.0,500.0,10.0,1.6989700043360187,2.6989700043360187,0.002680965147453083,0.0026109660574412533,144.0,153.0,9.0,157.89558441903426,172.99240153510274,157.0,155.0,424.0,432.0,0.6156732865520889,0.9905369698851628,0.68539,0.118,1,shared_overlap_visible_markers
c,373.0,100.0,383.0,500.0,10.0,2.0,2.6989700043360187,0.002680965147453083,0.0026109660574412533,144.0,153.0,9.0,160.0452379970075,172.99240153510274,156.0,155.0,427.0,432.0,0.7242632412232468,0.9905369698851628,0.68539,0.118,1,shared_overlap_visible_markers
c,373.0,0.1,383.0,1000.0,10.0,-1.0,3.0,0.002680965147453083,0.0026109660574412533,2.0,157.0,155.0,85.65625415217451,176.7316865762924,92.0,156.0,377.0,433.0,0.06393688597154112,0.9981239692321205,0.68202,0.108,1,shared_overlap_visible_markers
c,373.0,0.2,383.0,1000.0,10.0,-0.6989700043360187,3.0,0.002680965147453083,0.0026109660574412533,2.0,157.0,155.0,87.80590773014772,176.7316865762924,92.0,156.0,380.0,433.0,0.08516807806454108,0.9981239692321205,0.68202,0.108,1,shared_overlap_visible_markers
c,373.0,0.5,383.0,1000.0,10.0,-0.3010299956639812,3.0,0.002680965147453083,0.0026109660574412533,3.0,157.0,154.0,91.02059518914565,176.7316865762924,94.0,156.0,384.0,433.0,0.12365982805969689,0.9981239692321205,0.68202,0.108,1,shared_overlap_visible_markers
c,373.0,1.0,383.0,1000.0,10.0,0.0,3.0,0.002680965147453083,0.0026109660574412533,5.0,157.0,152.0,93.91624876711884,176.7316865762924,98.0,156.0,389.0,433.0,0.1629203883894238,0.9981239692321205,0.68202,0.108,1,shared_overlap_visible_markers
c,373.0,2.0,383.0,1000.0,10.0,0.3010299956639812,3.0,0.002680965147453083,0.0026109660574412533,8.0,157.0,149.0,97.18490234509204,176.7316865762924,112.0,156.0,397.0,433.0,0.21304700712026226,0.9981239692321205,0.68202,0.108,1,shared_overlap_visible_markers
c,373.0,5.0,383.0,1000.0,10.0,0.6989700043360189,3.0,0.002680965147453083,0.0026109660574412533,25.0,157.0,132.0,106.36758980408997,176.7316865762924,148.0,156.0,408.0,433.0,0.2990264484455367,0.9981239692321205,0.68652,0.118,1,shared_overlap_visible_markers
c,373.0,10.0,383.0,1000.0,10.0,1.0,3.0,0.002680965147453083,0.0026109660574412533,82.0,157.0,75.0,129.77824338206318,176.7316865762924,155.0,156.0,414.0,433.0,0.38038195427221255,0.9981239692321205,0.68652,0.118,1,shared_overlap_visible_markers
c,373.0,20.0,383.0,1000.0,10.0,1.3010299956639813,3.0,0.002680965147453083,0.0026109660574412533,127.0,157.0,30.0,148.71289696003637,176.7316865762924,156.0,156.0,419.0,433.0,0.475261957765561,0.9981239692321205,0.68652,0.118,1,shared_overlap_visible_markers
c,373.0,50.0,383.0,1000.0,10.0,1.6989700043360187,3.0,0.002680965147453083,0.0026109660574412533,144.0,157.0,13.0,157.89558441903426,176.7316865762924,157.0,156.0,424.0,433.0,0.6156732865520889,0.9981239692321205,0.68652,0.118,1,shared_overlap_visible_markers
c,373.0,100.0,383.0,1000.0,10.0,2.0,3.0,0.002680965147453083,0.0026109660574412533,144.0,157.0,13.0,160.0452379970075,176.7316865762924,156.0,156.0,427.0,433.0,0.7242632412232468,0.9981239692321205,0.68652,0.118,1,shared_overlap_visible_markers
