sample_id,source_file,split,mode,T1_C,t1_s,T2_C,t2_s,T1_bin,t1_bin,actual_delta_h_total_J_g,pred_delta_h_total_J_g,error_delta_h_total_J_g,abs_error_delta_h_total_J_g,actual_peak_area_J_g,pred_peak_area_J_g,error_peak_area_J_g,abs_error_peak_area_J_g,actual_recovery_index,pred_recovery_index,error_recovery_index,abs_error_recovery_index,actual_path_dependence_index,pred_path_dependence_index,error_path_dependence_index,abs_error_path_dependence_index
onestep_50_011,PS-onestep-01.xlsx,train,single_step,50.0,0.1002,nan,nan,50-60 C,10-100 s,-0.8240238029314154,-0.6707288591160584,0.15329494381535702,0.15329494381535702,-1.6581077045822985,-1.5054144589545853,0.15269324562771325,0.15269324562771325,0.816659718364778,0.6070869979659016,-0.20957272039887642,0.20957272039887642,0.0,-0.023178317270492764,-0.023178317270492764,0.023178317270492764
onestep_50_012,PS-onestep-01.xlsx,train,single_step,50.0,0.4998,nan,nan,50-60 C,10-100 s,-0.8293450325219943,-0.6974135173711881,0.13193151515080626,0.13193151515080626,-1.6647023114136354,-1.5291398817521795,0.13556242966145593,0.13556242966145593,0.8219333935223853,0.6192378693958155,-0.20269552412656977,0.20269552412656977,0.0,-0.005107429237584754,-0.005107429237584754,0.005107429237584754
onestep_50_013,PS-onestep-01.xlsx,train,single_step,50.0,0.7979999999999999,nan,nan,50-60 C,10-100 s,-0.8796602154997852,-0.7052076386939993,0.17445257680578596,0.17445257680578596,-1.6693160556736384,-1.5360505037493666,0.1332655519242718,0.1332655519242718,0.8717989229087191,0.6228448638337792,-0.24895405907493984,0.24895405907493984,0.0,0.0001297795443908345,0.0001297795443908345,0.0001297795443908345
onestep_50_014,PS-onestep-01.xlsx,train,single_step,50.0,1.0002,nan,nan,50-60 C,10-100 s,-0.8143467128479899,-0.708977151262465,0.1053695615855249,0.1053695615855249,-1.6191819033369619,-1.5393869732238583,0.07979493011310357,0.07979493011310357,0.8070691098969075,0.6246067273931607,-0.1824623825037468,0.1824623825037468,0.0,0.0026503758333708966,0.0026503758333708966,0.0026503758333708966
onestep_50_015,PS-onestep-01.xlsx,train,single_step,50.0,4.998,nan,nan,50-60 C,10-100 s,-0.7864371718630557,-0.7361274271673426,0.05030974469571314,0.05030974469571314,-1.6397309670046971,-1.5631884021659979,0.07654256483869926,0.07654256483869926,0.7794089891584491,0.6379917014422766,-0.14141728771617257,0.14141728771617257,0.0,0.020313629653847767,0.020313629653847767,0.020313629653847767
onestep_50_016,PS-onestep-01.xlsx,train,single_step,50.0,10.020000000000001,nan,nan,50-60 C,10-100 s,-0.7733395315373478,-0.7482167898832932,0.025122741654054592,0.025122741654054592,-1.5804653988214141,-1.5735183228027667,0.006947076018647413,0.006947076018647413,0.7664283990085234,0.6447630247559318,-0.12166537425259161,0.12166537425259161,0.0,0.02760478035699264,0.02760478035699264,0.02760478035699264
onestep_50_017,PS-onestep-01.xlsx,train,single_step,50.0,49.98,nan,nan,50-60 C,10-100 s,-0.680142768647866,-0.7787966291312263,-0.09865386048336022,0.09865386048336022,-1.56321670814782,-1.597685871928275,-0.03446916378045484,0.03446916378045484,0.6740645111413572,0.6678237425211198,-0.00624076862023748,0.00624076862023748,0.0,0.04185118501236097,0.04185118501236097,0.04185118501236097
onestep_50_018,PS-onestep-01.xlsx,train,single_step,50.0,100.02,nan,nan,50-60 C,100-600 s,-0.6351098191396469,-0.7947770284869636,-0.1596672093473167,0.1596672093473167,-1.5097219717509676,-1.6084342989659635,-0.0987123272149959,0.0987123272149959,0.6294340092897275,0.6855633115928883,0.05612930230316082,0.05612930230316082,0.0,0.04527238907415314,0.04527238907415314,0.04527238907415314
onestep_50_019,PS-onestep-01.xlsx,train,single_step,50.0,499.98,nan,nan,50-60 C,100-600 s,-0.7951180290291997,-0.8528789148752574,-0.05776088584605765,0.05776088584605765,-1.5335707514985149,-1.6357537895287295,-0.10218303803021467,0.10218303803021467,0.7880122677812853,0.7856246089106241,-0.002387658870661169,0.002387658870661169,0.0,0.03255572697086048,0.03255572697086048,0.03255572697086048
onestep_50_020,PS-onestep-01.xlsx,train,single_step,50.0,1000.0200000000001,nan,nan,50-60 C,>600 s,-0.9235142154004348,-0.8999234248928234,0.02359079050761137,0.02359079050761137,-1.6345068187082592,-1.6500218746193094,-0.01551505591105018,0.01551505591105018,0.9152610111161568,0.8903893891229171,-0.024871621993239668,0.024871621993239668,0.0,0.005461764269843947,0.005461764269843947,0.005461764269843947
onestep_70_001,PS-onestep-02.xlsx,train,single_step,70.0,0.1002,nan,nan,65-75 C,10-100 s,-0.7966935116612369,-0.670723960893902,0.12596955076733496,0.12596955076733496,-1.5438750907811665,-1.505424471448921,0.03845061933224536,0.03845061933224536,0.62716573623111,0.6070427402720694,-0.020122995959040657,0.020122995959040657,0.0,-0.023172858334896664,-0.023172858334896664,0.023172858334896664
onestep_70_002,PS-onestep-02.xlsx,train,single_step,70.0,0.4998,nan,nan,65-75 C,10-100 s,-0.6243630240646575,-0.6973927113995761,-0.07302968733491866,0.07302968733491866,-1.421602431481474,-1.5291824094199487,-0.10757997793847474,0.10757997793847474,0.4915053153206764,0.6190498835841564,0.12754456826347998,0.12754456826347998,0.0,-0.005084241668938158,-0.005084241668938158,0.005084241668938158
