grouping,group,n,n_train,n_test,delta_h_total_J_g_MAE,delta_h_total_J_g_RMSE,delta_h_total_J_g_Bias,delta_h_total_J_g_actual_std,peak_area_J_g_MAE,peak_area_J_g_RMSE,peak_area_J_g_Bias,peak_area_J_g_actual_std,recovery_index_MAE,recovery_index_RMSE,recovery_index_Bias,recovery_index_actual_std,path_dependence_index_MAE,path_dependence_index_RMSE,path_dependence_index_Bias,path_dependence_index_actual_std
exact_condition,two_step|T1=90.0|t1=49.98|T2=80.0|t2=499.98,1,1,0,0.017249333078830698,0.017249333078830698,0.017249333078830698,0.0,0.02391387348683338,0.02391387348683338,0.02391387348683338,0.0,0.04277175283719925,0.04277175283719925,0.04277175283719925,0.0,0.06015473950911532,0.06015473950911532,0.06015473950911532,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=0.1002,1,1,0,0.2522286836044467,0.2522286836044467,0.2522286836044467,0.0,0.12196648253623055,0.12196648253623055,0.12196648253623055,0.0,0.2671590569294058,0.2671590569294058,-0.2671590569294058,0.0,0.04835805413878294,0.04835805413878294,0.04835805413878294,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=0.4998,1,1,0,0.10758249684100474,0.10758249684100474,0.10758249684100474,0.0,0.05031051077120696,0.05031051077120696,0.05031051077120696,0.0,0.11784748440028081,0.11784748440028081,-0.11784748440028081,0.0,0.13029953224080593,0.13029953224080593,0.13029953224080593,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=0.7979999999999999,1,1,0,0.06742532833962134,0.06742532833962134,0.06742532833962134,0.0,0.02513018832654179,0.02513018832654179,0.02513018832654179,0.0,0.07633151813700578,0.07633151813700578,-0.07633151813700578,0.0,0.0984074923510837,0.0984074923510837,0.0984074923510837,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=1.0002,1,1,0,0.13056005656958114,0.13056005656958114,0.13056005656958114,0.0,0.07454869763250005,0.07454869763250005,0.07454869763250005,0.0,0.11323723945447117,0.11323723945447117,-0.11323723945447117,0.0,0.322241981316028,0.322241981316028,0.322241981316028,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=10.020000000000001,1,1,0,0.045106380491671816,0.045106380491671816,0.045106380491671816,0.0,0.042464919893316466,0.042464919893316466,0.042464919893316466,0.0,0.0037362495813135777,0.0037362495813135777,0.0037362495813135777,0.0,0.09202980498557789,0.09202980498557789,0.09202980498557789,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=100.02,1,1,0,0.04591186729261354,0.04591186729261354,-0.04591186729261354,0.0,0.013554649607322666,0.013554649607322666,-0.013554649607322666,0.0,0.08910126133980256,0.08910126133980256,0.08910126133980256,0.0,0.022903412651235522,0.022903412651235522,-0.022903412651235522,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=1000.0200000000001,1,1,0,0.1563873738955024,0.1563873738955024,-0.1563873738955024,0.0,0.11881180666563962,0.11881180666563962,-0.11881180666563962,0.0,0.0877470312241515,0.0877470312241515,0.0877470312241515,0.0,0.23290135519686872,0.23290135519686872,-0.23290135519686872,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=4.998,1,1,0,0.053365412329659634,0.053365412329659634,0.053365412329659634,0.0,0.02121833660987993,0.02121833660987993,0.02121833660987993,0.0,0.017288405095248316,0.017288405095248316,-0.017288405095248316,0.0,0.046294381653599115,0.046294381653599115,0.046294381653599115,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=49.98,1,1,0,0.04036261657404783,0.04036261657404783,-0.04036261657404783,0.0,0.004698801293740562,0.004698801293740562,0.004698801293740562,0.0,0.08469911773090055,0.08469911773090055,0.08469911773090055,0.0,0.06384557566511351,0.06384557566511351,-0.06384557566511351,0.0
exact_condition,two_step|T1=90.0|t1=499.98|T2=80.0|t2=499.98,1,1,0,0.19197948456242897,0.19197948456242897,-0.19197948456242897,0.0,0.08492484969538827,0.08492484969538827,-0.08492484969538827,0.0,0.153093973316769,0.153093973316769,0.153093973316769,0.0,0.20005660447848184,0.20005660447848184,-0.20005660447848184,0.0
