T1_K,T2_K,actual_t1_s,actual_t2_s,loss,panel,pred_t2_s,source,t2_factor_error,t2_log10_abs_error,targets,top1_near_factor3,variant
363.0,383.0,0.5,2.0,0.34776086612670637,b,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,1.0,2.0,0.3328603125074713,b,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,2.0,2.0,0.3774928486557828,b,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,5.0,2.0,0.23038642147932833,b,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,10.0,2.0,0.31065351959075627,b,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,20.0,2.0,0.26099462003648505,b,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,50.0,2.0,0.2066555235862781,b,5.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,100.0,2.0,0.2493383674973152,b,5.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.1,5.0,0.41867777890918234,b,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.2,5.0,0.4198909984755231,b,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.5,5.0,0.3469063989846171,b,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,1.0,5.0,0.3571797780865866,b,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,2.0,5.0,0.3928589668684375,b,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,5.0,5.0,0.3973000888601434,b,2.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,10.0,5.0,0.3480636995442437,b,2.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,20.0,5.0,0.299852612802876,b,2.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,50.0,5.0,0.20352961326235158,b,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,100.0,5.0,0.25167910442612546,b,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.1,10.0,0.25440362348786627,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.2,10.0,0.2568617893221957,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.5,10.0,0.26284530332581,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,1.0,10.0,0.272989701464474,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,2.0,10.0,0.3077792432044523,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,5.0,10.0,0.11879972412827962,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,10.0,10.0,0.10472814506814537,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,20.0,10.0,0.11994167456313298,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,50.0,10.0,0.18617095596796368,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,100.0,10.0,0.2328876014111299,b,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.1,20.0,0.1672479395141837,b,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.2,20.0,0.16812997358009868,b,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.5,20.0,0.16985859863987451,b,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,1.0,20.0,0.1704058513110696,b,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,2.0,20.0,0.16109135052667178,b,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,5.0,20.0,0.047729664208155616,b,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,10.0,20.0,0.07619852900665261,b,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,20.0,20.0,0.0771290337878038,b,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,50.0,20.0,0.0796280715656276,b,5.0,paper,4.0,0.6020599913279624,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,100.0,20.0,0.12421865823096963,b,5.0,paper,4.0,0.6020599913279624,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,0.1,50.0,0.1252672711448083,b,50.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.2,50.0,0.12627495188113833,b,50.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.5,50.0,0.1281318580622899,b,50.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,1.0,50.0,0.1289603239134436,b,50.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,2.0,50.0,0.12093778243954023,b,50.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,5.0,50.0,0.0664948930368069,b,50.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,10.0,50.0,0.05337897305011362,b,50.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,20.0,50.0,0.07183746090471832,b,50.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,50.0,50.0,0.15014537454384758,b,20.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,100.0,50.0,0.18729988935496486,b,20.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.1,100.0,0.028206310092367265,b,1000.0,paper,10.0,1.0,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,0.2,100.0,0.02855788765988338,b,1000.0,paper,10.0,1.0,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,0.5,100.0,0.028937036264853236,b,1000.0,paper,10.0,1.0,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,1.0,100.0,0.027698628771560277,b,1000.0,paper,10.0,1.0,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,2.0,100.0,0.014451855037635634,b,1000.0,paper,10.0,1.0,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,5.0,100.0,0.05118616269266449,b,1000.0,paper,10.0,1.0,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,10.0,100.0,0.06634809881295697,b,500.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,20.0,100.0,0.048101840688312816,b,500.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,50.0,100.0,0.04184488471566827,b,1000.0,paper,10.0,1.0,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,100.0,100.0,0.08375293428173003,b,500.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,0.1,200.0,0.23983541411095163,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,0.2,200.0,0.2393124225511219,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,0.5,200.0,0.239224234388675,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,1.0,200.0,0.2380405833989392,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,2.0,200.0,0.2253907221285259,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,5.0,200.0,0.16124366371574142,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,10.0,200.0,0.1447527077124322,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,20.0,200.0,0.16015809661638825,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,50.0,200.0,0.2393434741037028,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,100.0,200.0,0.27871266874186135,b,1000.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
363.0,383.0,0.1,500.0,0.31862847550556017,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.2,500.0,0.317646366105964,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.5,500.0,0.3173140203746374,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,1.0,500.0,0.31615900088958754,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,2.0,500.0,0.3038116120051672,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,5.0,500.0,0.24036821694018706,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,10.0,500.0,0.22409337601998677,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,20.0,500.0,0.24003656951197438,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,50.0,500.0,0.3210506792849036,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,100.0,500.0,0.3615925410037557,b,1000.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.1,1000.0,0.30902001565902604,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.2,1000.0,0.3080449348520723,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,0.5,1000.0,0.3077173547250287,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,1.0,1000.0,0.306562289095943,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,2.0,1000.0,0.2942014920981755,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,5.0,1000.0,0.23263498196846394,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,10.0,1000.0,0.21633731152906419,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,20.0,1000.0,0.232294984484039,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,50.0,1000.0,0.3134388922093197,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
363.0,383.0,100.0,1000.0,0.35407236284202637,b,1000.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.1,0.1,0.5362602767397654,c,0.1,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.2,0.1,0.3937243542867759,c,0.1,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.5,0.1,0.2754221756904169,c,0.1,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,1.0,0.1,0.210891115842805,c,0.2,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,2.0,0.1,0.2669104908391907,c,2.0,paper,20.0,1.3010299956639813,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,5.0,0.1,0.3214567390435265,c,0.5,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,10.0,0.1,0.5236614221657804,c,0.1,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,20.0,0.1,0.2168424447192311,c,0.1,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,50.0,0.1,0.10067078127773578,c,5.0,paper,50.0,1.6989700043360187,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,100.0,0.1,0.06106830392838797,c,100.0,paper,1000.0,3.0,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,0.1,0.2,0.4660502702750816,c,0.1,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.2,0.2,0.4246840263237113,c,0.1,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.5,0.2,0.35754923066480715,c,0.1,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,1.0,0.2,0.28638832332360126,c,0.1,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,2.0,0.2,0.2540663962799098,c,0.1,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,5.0,0.2,0.3238664608466272,c,0.5,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,10.0,0.2,0.5508460762880039,c,0.1,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,20.0,0.2,0.232553674162076,c,0.1,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,50.0,0.2,0.09358532793183479,c,0.1,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,100.0,0.2,0.04701104773895923,c,50.0,paper,250.0,2.3979400086720375,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,0.1,0.5,0.26992606355190185,c,0.1,paper,5.0,0.6989700043360187,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,0.2,0.5,0.24201245675526992,c,0.1,paper,5.0,0.6989700043360187,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,0.5,0.5,0.2094373727529907,c,1.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,1.0,0.5,0.21362490996040112,c,0.5,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,2.0,0.5,0.26387750776890156,c,2.0,paper,4.0,0.6020599913279624,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,5.0,0.5,0.3820054400951055,c,2.0,paper,4.0,0.6020599913279624,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,10.0,0.5,0.10205880251936544,c,2.0,paper,4.0,0.6020599913279624,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,20.0,0.5,0.25403833862869996,c,0.1,paper,5.0,0.6989700043360187,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,50.0,0.5,0.04798154517355496,c,0.1,paper,5.0,0.6989700043360187,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,100.0,0.5,0.014507850340208461,c,20.0,paper,40.0,1.6020599913279623,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,0.1,1.0,0.2735876629794793,c,1.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.2,1.0,0.2349076745546121,c,2.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.5,1.0,0.254413998179933,c,2.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,1.0,1.0,0.3065035533175016,c,2.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,2.0,1.0,0.42076719539411356,c,2.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,5.0,1.0,0.40101543896400865,c,2.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,10.0,1.0,0.09802505626125757,c,2.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,20.0,1.0,0.10924249109715917,c,2.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,50.0,1.0,0.026366336213494317,c,0.5,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,100.0,1.0,0.0184132343420656,c,20.0,paper,20.0,1.3010299956639813,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,0.1,2.0,0.29481764036010627,c,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.2,2.0,0.38939847056931615,c,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.5,2.0,0.3636961907009413,c,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,1.0,2.0,0.4486917085764359,c,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,2.0,2.0,0.49657689047806264,c,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,5.0,2.0,0.4813112958145981,c,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,10.0,2.0,0.1065617235658604,c,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,20.0,2.0,0.0950661969036461,c,2.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,50.0,2.0,0.04134024554097877,c,0.5,paper,4.0,0.6020599913279624,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,100.0,2.0,0.11259548894032699,c,10.0,paper,5.0,0.6989700043360189,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,0.1,5.0,0.5438094424089122,c,2.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.2,5.0,0.6026700731626549,c,2.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.5,5.0,0.5788679992137449,c,2.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,1.0,5.0,0.30472207199239654,c,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,2.0,5.0,0.3524460585934595,c,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,5.0,5.0,0.4263214431487094,c,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,10.0,5.0,0.15563734214499683,c,2.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,20.0,5.0,0.09574740333125896,c,2.0,paper,2.5,0.3979400086720376,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,50.0,5.0,0.03211489573788092,c,0.5,paper,10.0,1.0,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,100.0,5.0,0.09399787028714712,c,5.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.1,10.0,0.15404943181505987,c,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.2,10.0,0.16190592298700832,c,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.5,10.0,0.17191226175099944,c,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,1.0,10.0,0.17299905649093353,c,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,2.0,10.0,0.18575078989993848,c,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,5.0,10.0,0.09559591894241007,c,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,10.0,10.0,0.10525266062255767,c,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,20.0,10.0,0.12858530225127543,c,2.0,paper,5.0,0.6989700043360187,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,50.0,10.0,0.13047216067869447,c,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,100.0,10.0,0.10448168437528654,c,5.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.1,20.0,0.05786464421467491,c,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.2,20.0,0.06304077665898986,c,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.5,20.0,0.03531668979275818,c,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,1.0,20.0,0.0456520028783932,c,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,2.0,20.0,0.07920450271443098,c,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,5.0,20.0,0.13213600073856,c,5.0,paper,4.0,0.6020599913279624,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,10.0,20.0,0.11416174053553721,c,5.0,paper,4.0,0.6020599913279624,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,20.0,20.0,0.13010710605954823,c,5.0,paper,4.0,0.6020599913279624,"delta_h_kj_mol,delta_h_peak_kj_mol",False,fig2_only
373.0,383.0,50.0,20.0,0.13177861760495932,c,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,100.0,20.0,0.11719055071163513,c,10.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.1,50.0,0.08853400742126882,c,100.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.2,50.0,0.08616597488639786,c,100.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,0.5,50.0,0.0825739903208375,c,100.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,1.0,50.0,0.08039154417483407,c,100.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,2.0,50.0,0.08701050583169595,c,100.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,5.0,50.0,0.1442477851890237,c,100.0,paper,2.0,0.3010299956639812,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
373.0,383.0,10.0,50.0,0.11365930119980137,c,50.0,paper,1.0,0.0,"delta_h_kj_mol,delta_h_peak_kj_mol",True,fig2_only
