group,n,T1_MAE_C,T2_MAE_C,median_t1_factor,median_t2_factor,top1_near_rate,top5_near_rate,top10_near_rate,posterior_T1_coverage,posterior_T2_coverage,posterior_t1_coverage,posterior_t2_coverage,median_posterior_width_T1_C,median_posterior_width_T2_C,median_loss_flatness_ratio,mean_loss
50-60,13,11.538461538461538,14.615384615384615,9.999980000039999,6.0,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.7692307692307693,0.3076923076923077,0.7692307692307693,0.6153846153846154,25.0,5.0,0.914947689318103,0.12638803641219176
65-75,6,14.166666666666666,9.166666666666666,9.999980000039999,3.5,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,0.8333333333333334,25.0,5.0,1.065917379984118,0.09203320943841793
80-90,41,18.536585365853657,11.341463414634147,2.0008003201280515,9.998000399920016,0.0,0.04878048780487805,0.04878048780487805,0.6341463414634146,0.024390243902439025,0.9512195121951219,0.3170731707317073,30.0,5.0,0.72220595005435,0.3337534392779636
