mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,rank,eig_total,eig_score,nearest_existing_distance,eig_paper_delta_h_J_g,pred_paper_delta_h_J_g,uncertainty_paper_delta_h_J_g,eig_paper_delta_h_peak_J_g,pred_paper_delta_h_peak_J_g,uncertainty_paper_delta_h_peak_J_g,eig_paper_s_star_eff_J_mol_K,pred_paper_s_star_eff_J_mol_K,uncertainty_paper_s_star_eff_J_mol_K,eig_paper_h_star_eff_kJ_mol,pred_paper_h_star_eff_kJ_mol,uncertainty_paper_h_star_eff_kJ_mol
two_step,100,300,100,1200,1500,85,2.001261930236841,2.2460307450001666,2.0397401230277152,0.5733201924684904,0.9510572614048107,0.3181272283595123,0.5722656676957016,1.8340747669373567,0.24386788198866222,0.5355673694846171,-592.3623157918954,262.4573405936758,0.5340277181061934,-106.36135959601886,99.15528539503867
two_step,95,30,95,600,630,86,2.031254382135299,2.2402425090229596,1.7415677240638374,0.5953223485331738,0.8896186402813626,0.3284475850337103,0.5977819943469057,1.7873982156375634,0.25306063188075006,0.5245649912120475,-626.4456076965101,258.07608006985816,0.5231225578569769,-119.27019941823234,97.51198836439093
two_step,100,900,100,300,1200,87,1.99254960504503,2.2378142956766602,2.043872421930252,0.5543843612865663,0.9559821118810052,0.30934202242215225,0.5504423596205914,1.8375650595934276,0.23610445290358315,0.55564146357034,-587.0397840649784,270.51134993364474,0.5540121416020003,-104.34449038164162,102.18920085434263
two_step,100,600,100,600,1200,88,1.9932585849392266,2.237253672790544,2.0332923987609792,0.5622311344225326,0.952791192129462,0.31297200145424847,0.5593039258030059,1.83520249516024,0.23924631771729338,0.5456202554230564,-589.2969555674337,266.4807090633595,0.5440341504690537,-105.20033176773165,100.67067360291979
two_step,90,30,90,10,40,89,2.0507288152944714,2.233962697199184,1.5269490158726082,0.5480087871282827,0.79740663298379,0.30640327266728334,0.5466500553803815,1.7141834598901353,0.2347641761752953,0.5984013214732918,-672.8284184266931,287.94999013219916,0.5966861445089672,-136.83247108838202,108.77371832858209
two_step,100,1800,100,60,1860,90,1.9818098308796883,2.2338132966938056,2.10002888178431,0.5378671226124994,0.9694165350630225,0.3017476968903158,0.5325287710972753,1.8477621937535311,0.22979530715793026,0.5704870644702369,-579.9236514897186,276.52053017121267,0.5687803569921551,-101.64686674035416,104.45095114649416
two_step,95,10,95,1800,1810,91,2.0084542333375563,2.2289553778650895,1.8375095377294421,0.6128092553823762,0.9085924894055223,0.3367413779515538,0.6193543857918142,1.8025731574631774,0.26093645174490276,0.4858310978261703,-621.1315289509955,242.82140118034724,0.48453214237803716,-117.2574734953993,91.76007168619046
two_step,95,600,95,10,610,92,2.019565567536486,2.227560074286774,1.7332875562524004,0.5501558215741357,0.921990778306654,0.3073918734016386,0.545479077351219,1.8113442843089274,0.2343508394381115,0.5782941755781532,-602.3225576811789,279.69960061049613,0.5766191601857605,-110.13105710121583,105.6586038901424
two_step,95,300,95,60,360,93,2.0175047253076936,2.227142920140416,1.7469849569393519,0.5642262268254988,0.9034124123305249,0.313897293277188,0.5608337826006086,1.797277822737074,0.23979016983107837,0.5585711483713012,-611.970493969598,271.693566892485,0.5569847464806816,-113.788226876439,102.64307164839465
two_step,95,100,95,300,400,94,2.0131303788769745,2.2235151872890007,1.7532067367668849,0.5808256360314684,0.89363935648924,0.3216337784097927,0.580104568961754,1.7900891464393471,0.24667833665376065,0.5333670387856673,-619.4673735399507,261.57932611768257,0.5318831785690226,-116.62913559181142,98.83146032315338
two_step,90,10,90,30,40,95,2.026309581826347,2.2217663459685393,1.6288063678516018,0.549623745989932,0.7823248604337343,0.3071467806054598,0.5504529847594722,1.7025155213523313,0.23610821161166368,0.5797328543322776,-683.3005882337933,280.2868923675964,0.5780582095139005,-140.79909301962334,105.88085678437993
two_step,95,30,100,10,40,96,2.049796190499236,2.2176901908212976,1.3991166693505115,0.5526948000714633,0.7961485113165164,0.30856231895535446,0.5507356153199983,1.7160976161137722,0.23620820126441402,0.5923244207754547,-670.91570653148,285.44677646939203,0.5906327981092635,-136.11192992506682,107.83037329999365
two_step,95,30,95,900,930,97,2.004178774228713,2.213145908435224,1.7413927850542543,0.5985651773673575,0.9024455936902803,0.32997935715531856,0.6016473669723004,1.7973328300541311,0.25446463854539386,0.5031638105513568,-619.2810199130544,249.61648140485286,0.5017939768099622,-116.5584105108985,94.3213365873191
two_step,100,300,100,1800,2100,98,1.9662236907520612,2.211453240953596,2.0435795850127887,0.5739255493960622,0.9610466747832813,0.3184095269795557,0.5734395612749887,1.8417308818422977,0.2442880012540838,0.5125235633768894,-586.2673870921919,253.30642269605215,0.5110496617243735,-104.05528460112663,95.70226952138422
two_step,90,60,90,10,70,99,2.0291270579029748,2.2106678730828184,1.5128401264986981,0.5564163031142259,0.824915545925259,0.3102806149559791,0.5544087970212423,1.7358031184381875,0.2375090032476371,0.5747509426892728,-654.1998284898667,278.2551406921815,0.5731265045201106,-129.7809467486764,105.11989825911046
two_step,100,1800,100,100,1900,100,1.957967090722366,2.2094206182384735,2.0954460626342284,0.539560148985702,0.9716528695680338,0.30252328494802627,0.5344192988974179,1.8494492433947007,0.23045856802091372,0.5533211877452356,-577.3155980572327,269.57629990731317,0.5516633658038218,-100.66160681518183,101.83106285217347
