mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,rank,eig_total,eig_score,nearest_existing_distance,eig_delta_h_total_J_g,pred_delta_h_total_J_g,uncertainty_delta_h_total_J_g,eig_peak_area_J_g,pred_peak_area_J_g,uncertainty_peak_area_J_g,eig_peak_temperature_Tp_C,pred_peak_temperature_Tp_C,uncertainty_peak_temperature_Tp_C,eig_peak_height_uW,pred_peak_height_uW,uncertainty_peak_height_uW,eig_recovery_index,pred_recovery_index,uncertainty_recovery_index,eig_path_dependence_index,pred_path_dependence_index,uncertainty_path_dependence_index
two_step,50,900,60,900,1800,11,1.758087955262606,2.1670826315406453,3.4082889689836597,0.701036259103477,-1.0482463971089144,0.350063603240503,0.8924864177168021,-1.8567825055598814,0.2895067619596442,0.0038092342554555147,104.61883644131677,0.4372517261272587,0.287603183638381,-179.85024345270756,44.087903849742695,0.37296753463997,0.7134192564551995,0.2272014512452571,0.4013575462673401,-0.18420102057172286,0.2219542014490999
two_step,50,1800,55,1800,3600,12,1.7069317160551924,2.1657906300643,3.82382428340923,0.6790833368617368,-1.1586344905929755,0.33994451617615273,0.8613185703727501,-1.9595589096228843,0.2787969673130307,0.0029890474030318053,104.64424593320878,0.3871691902528671,0.2930266532743967,-194.75765028163522,44.634142130222884,0.34875888164288615,0.7716316725273755,0.2167476895832702,0.4107024285887611,-0.24544095314310066,0.22571591057180249
two_step,55,600,55,600,1200,13,1.7256751277115865,2.1636262512111215,3.64959269582946,0.6870787950517429,-1.0824472613173868,0.34361294097414863,0.8467635944612006,-1.9127298469358618,0.2738847327193763,0.0032667326995319333,104.78997826321726,0.40481029636055127,0.27256435185926453,-188.9814195135802,42.56848482658947,0.3694807905697488,0.7235613450225963,0.22569479418672467,0.42590316170927695,-0.18201021945847895,0.23185140327631343
two_step,50,1200,60,900,2100,14,1.7371099650982633,2.1591707041092683,3.5171728250917083,0.6769930677456862,-1.093061499258088,0.33898863922674927,0.8639546447927651,-1.8974381836725702,0.2796926133981973,0.004216787814864245,104.61197058971473,0.4601423261640916,0.3008640726329888,-183.54374444761115,45.422197459052974,0.3724010146989424,0.7457815955940814,0.22695661900538563,0.41453659466099124,-0.20638209491778672,0.22726145758738767
two_step,50,900,60,1200,2100,15,1.7383558365488345,2.156076776596945,3.4810078337342563,0.6771549866477724,-1.0732038378061286,0.33906263791626745,0.8653731212507454,-1.880158215328458,0.28017532849778554,0.00404911848410579,104.62337688432353,0.4508635155005458,0.29980216873749094,-180.74908051434107,45.31550504163948,0.3724354730695225,0.734357093898416,0.2269715104553554,0.4158797296552385,-0.18989887781918846,0.22780318637512093
two_step,50,900,55,600,1500,16,1.6828712830258554,2.1440657584009375,3.843287294792352,0.6502775174593002,-1.0688850369973266,0.32688431107593546,0.8240356740606912,-1.8800441135905628,0.26632387277148145,0.003122721128548028,104.72180103203998,0.3957583131221746,0.29692392680194696,-177.4775501273535,45.02619434215419,0.360654472767139,0.7338506583049055,0.22188271751317895,0.4188889932952906,-0.1688351437003985,0.22901752705103676
two_step,55,600,65,600,1200,17,1.7956263680884414,2.1417178170457176,2.884095407977302,0.7213586443339082,-1.076826194314797,0.3595653076769359,0.8897177601977765,-1.893680881943926,0.28854465920276334,0.0038467923126273298,104.6990821171858,0.4394102949540437,0.28901916804827044,-186.08963958864007,44.230596249489395,0.3842561518947538,0.7140838819393238,0.23208321839467164,0.42317234661979364,-0.20647380217729777,0.23074751017228787
two_step,50,1800,60,1800,3600,18,1.7208593988328262,2.1407005654725895,3.4986763886646934,0.6830151727483583,-1.1476596347394545,0.34174608578936216,0.8719794465123589,-1.9403313843342669,0.28243059642336377,0.0038558261316099566,104.5639020586609,0.43992793830095617,0.2923531693078649,-191.7101087722274,44.566353437656744,0.35922963373036443,0.7731929105115003,0.22126752984628895,0.40050924607126964,-0.24492751304865965,0.22161306632407998
two_step,55,600,60,900,1500,19,1.7497460675132723,2.140361929490017,3.255132183139538,0.685162260756085,-1.0896011769706766,0.3427318490409482,0.8472545090166512,-1.9125307718179345,0.274049509836081,0.0032134151011048366,104.76915888755512,0.4014824588031781,0.3047749203745465,-185.92452685375773,45.81492928100597,0.3748750475871621,0.7269363141189035,0.22802592012377043,0.43737338626026284,-0.20130189780404956,0.23649675767158151
two_step,50,1800,50,1800,3600,20,1.6299277857769925,2.139233946263011,4.244218004050152,0.6439907368178187,-1.160810543070545,0.32406549190792044,0.8187288533584639,-1.9689545919484217,0.26457731471657825,0.0027756603865088333,104.6838975550072,0.3730535453005954,0.27758389036715936,-195.89452400818175,43.076480631289904,0.33512824649242773,0.7821897557364677,0.21086414291725664,0.3991910450682375,-0.2285650726445957,0.2210830717288196
two_step,55,300,55,300,600,21,1.695963215759579,2.139002706921443,3.691995759682199,0.6770930465579709,-0.9996051891957045,0.33903432970268665,0.8360542832921806,-1.8439370385842764,0.270305629597324,0.0033119634809501966,104.860374316969,0.4076123674963742,0.2596213597884527,-178.68395572431984,41.25391997332502,0.36641006483390576,0.6722883291526368,0.22436827774227627,0.41242888943273975,-0.12786114578254898,0.22641168315566715
