sample_id,source_file,pair,T1_C,T2_C,actual_t1_s,actual_t2_s,pred_t1_s,pred_t2_s,abs_log_error_t1,abs_log_error_t2,t1_factor_error,t2_factor_error,top1_time_near_match,top5_time_near_match,top10_time_near_match,posterior_contains_actual_t1,posterior_contains_actual_t2,posterior_width_log10_t1,posterior_width_log10_t2,posterior_n_valid_candidates,loss_flatness_ratio,best_loss,target_delta_h_total_J_g,best_pred_delta_h_total_J_g,best_error_delta_h_total_J_g,target_peak_area_J_g,best_pred_peak_area_J_g,best_error_peak_area_J_g,target_recovery_index,best_pred_recovery_index,best_error_recovery_index,target_path_dependence_index,best_pred_path_dependence_index,best_error_path_dependence_index
twostep_90_to_80_011,twosteps.xlsx,90->80,90.0,80.0,499.98,0.1002,300.0,100.0,0.22183137748963544,2.999132278468773,1.6666,998.003992015968,False,False,True,True,False,0.3010299956639808,2.929417590633337,23,6.909564617672474,0.07156316064944454,-1.0605046349431555,-1.0745602423389369,-0.014055607395781378,-1.9085716988377432,-1.9020342216899233,0.006537477147819937,0.7300410497671256,0.7272323380244363,-0.0028087117426892627,-0.2638111232819186,-0.25079723405834564,0.013013889223572939
twostep_90_to_80_012,twosteps.xlsx,90->80,90.0,80.0,499.98,0.4998,499.98,0.1002,0.0,0.6979285302592043,1.0,4.9880239520958085,False,True,True,True,True,0.3010299956639808,2.9293394254428526,23,1.7503621151139217,0.2278499965687657,-1.0051608376611003,-1.0236975259600052,-0.01853668829890487,-1.874845098812816,-1.8960368547453048,-0.021191755932488787,0.6919429193727628,0.7068033994335184,0.014860480060755688,-0.3807978135964428,-0.3235776570501503,0.05722015654629253
twostep_90_to_80_013,twosteps.xlsx,90->80,90.0,80.0,499.98,0.7979999999999999,300.0,30.0,0.22183137748963544,1.575118363368933,1.6666,37.59398496240602,False,False,True,True,True,0.2931101338465463,2.9293394254428526,23,1.6443492205431507,0.22188862465235257,-0.9913333037734842,-1.019409600810547,-0.028076297037062936,-1.8611727076085165,-1.865369338297898,-0.004196630689381475,0.6824241798761203,0.6801792776098433,-0.002244902266276938,-0.3593499094902334,-0.2821362859270338,0.07721362356319955
twostep_90_to_80_014,twosteps.xlsx,90->80,90.0,80.0,499.98,1.0002,499.98,1.0002,0.0,0.0,1.0,1.0,True,True,True,True,True,0.3010299956639808,2.999132278468773,23,0.649753172749113,0.5018412298096284,-1.0672621674292992,-1.0610591179236275,0.006203049505671743,-1.9162596514127033,-1.9151657391160783,0.0010939122966249215,0.7346928692382252,0.7280324994998553,-0.00666036973836992,-0.5882870720817243,-0.35900671192428585,0.2292803601574384
twostep_90_to_80_015,twosteps.xlsx,90->80,90.0,80.0,499.98,4.998,499.98,0.798,0.0,0.7967933604397018,1.0,6.2631578947368425,False,True,True,True,True,0.3010299956639808,2.9293394254428526,23,4.00619858871382,0.10473407521231227,-1.084118711759783,-1.0571896605409803,0.026929051218802735,-1.906854475686884,-1.9131213377659182,-0.006266862079034263,0.7462967499880081,0.7258128672762599,-0.02048388271174817,-0.3507369842206062,-0.3555587586832342,-0.004821774462628048
twostep_90_to_80_016,twosteps.xlsx,90->80,90.0,80.0,499.98,10.020000000000001,600.0,1.0002,0.07919861817434537,1.000780871319578,1.2000480019200768,10.017996400719857,False,True,True,True,True,0.07919861817434537,2.9293394254428526,23,4.373998847562571,0.0822264609692481,-1.1195588342516298,-1.1025118110748733,0.01704702317675655,-1.950460943656326,-1.947802448974447,0.0026584946818790645,0.7706933847365306,0.766992726603534,-0.0037006581329965815,-0.4151538177152826,-0.3954734551161009,0.01968036259918171
twostep_90_to_80_017,twosteps.xlsx,90->80,90.0,80.0,499.98,49.98,499.98,49.98,0.0,0.0,1.0,1.0,True,True,True,True,True,0.43732899106513035,3.428550092737634,23,1.3178499919477757,0.2077270299936529,-1.1543538245027392,-1.1606162351998894,-0.006262410697150278,-1.9834801672800872,-1.9765534140466128,0.00692675323347447,0.7946459167411817,0.7947501687893938,0.00010425204821207235,-0.3149039959331936,-0.40120753625368777,-0.08630354032049414
twostep_90_to_80_018,twosteps.xlsx,90->80,90.0,80.0,499.98,100.02,499.98,100.02,0.0,0.0,1.0,1.0,True,True,True,True,False,0.3010560535934821,2.929417590633337,23,2.6717709137871175,0.09874906815804492,-1.2172986158849137,-1.1950596595614464,0.022238956323467285,-2.011872685560302,-2.0008853505572044,0.010987335003097787,0.8379764973571528,0.8233863723607528,-0.0145901249964,-0.38963879571691373,-0.3943902813731641,-0.004751485656250387
twostep_90_to_80_019,twosteps.xlsx,90->80,90.0,80.0,499.98,499.98,499.98,499.98,0.0,0.0,1.0,1.0,True,True,True,True,True,1.1539063840940456,1.5485407534535536,23,2.0861241977479166,0.22124790647261378,-1.2941209119688848,-1.3324827604489742,-0.03836184848008939,-2.1225635527165645,-2.1099858396493687,0.012577713067195795,0.8908602168909853,0.9352187732467823,0.044358556355796996,-0.3151437999881497,-0.3400732155456602,-0.024929415557510548
twostep_90_to_80_020,twosteps.xlsx,90->80,90.0,80.0,499.98,1000.0200000000001,499.98,1000.02,0.0,4.440892098500626e-16,1.0,1.0000000000000002,True,True,True,True,True,2.2102656954174584,0.7781512503836434,24,3.4777132452828763,0.18454161528612548,-1.4526643882305574,-1.4155066371255407,0.037157751105016734,-2.2099385548251513,-2.2095692305741927,0.00036932425095859145,1.0,0.9589431210304408,-0.04105687896955923,-0.32715755276755143,-0.35272263494408057,-0.02556508217652914
