sample_id,pair,actual_t1_s,actual_t2_s,mode,T1_C,T2_C,t1_s,t2_s,total_anneal_time_s,rank,loss,target_loss,target_delta_h_total_J_g,pred_delta_h_total_J_g,error_delta_h_total_J_g,target_peak_area_J_g,pred_peak_area_J_g,error_peak_area_J_g,target_recovery_index,pred_recovery_index,error_recovery_index,target_path_dependence_index,pred_path_dependence_index,error_path_dependence_index
kovacs_eig_01_005,50->100,1800.0,10.000020000000001,two_step,50,100,1800,10,1810,2,0.0536792655465179,0.0536792655465179,-1.0979280042202304,-1.1003407943248844,-0.0024127901046540057,-1.817888413755372,-1.8313502376236694,-0.013461823868297529,0.8136030251408164,0.8126902837930609,-0.0009127413477555413,-0.3928256673471391,-0.399777101005583,-0.006951433658443917
kovacs_eig_01_005,50->100,1800.0,10.000020000000001,two_step,50,100,1800,10,1810,3,0.0536792655465179,0.0536792655465179,-1.0979280042202304,-1.1003407943248844,-0.0024127901046540057,-1.817888413755372,-1.8313502376236694,-0.013461823868297529,0.8136030251408164,0.8126902837930609,-0.0009127413477555413,-0.3928256673471391,-0.399777101005583,-0.006951433658443917
kovacs_eig_01_005,50->100,1800.0,10.000020000000001,two_step,50,100,1800,4.998,1805,4,0.16623808568849843,0.16623808568849843,-1.0979280042202304,-1.0745195723260144,0.023408431894216042,-1.817888413755372,-1.8147490404779707,0.003139373277401214,0.8136030251408164,0.7559673579840973,-0.057635667156719084,-0.3928256673471391,-0.40401742130398877,-0.011191753956849682
kovacs_eig_01_005,50->100,1800.0,10.000020000000001,two_step,50,100,0.1002,0.4998,0.6,5,0.19363352544254764,0.19363352544254764,-1.0979280042202304,-1.1054939868082796,-0.0075659825880491915,-1.817888413755372,-1.829902028304345,-0.012013614548973095,0.8136030251408164,0.8701645258596991,0.05656150071888266,-0.3928256673471391,-0.3655998992390294,0.02722576810810967
kovacs_eig_01_005,50->100,1800.0,10.000020000000001,two_step,50,100,0.1002,0.798,0.8982,6,0.2014918676848318,0.2014918676848318,-1.0979280042202304,-1.0984579949910078,-0.0005299907707774221,-1.817888413755372,-1.8261828582448618,-0.008294444489489905,0.8136030251408164,0.874375023511063,0.060771998370246605,-0.3928256673471391,-0.35510449555862694,0.03772117178851214
kovacs_eig_01_005,50->100,1800.0,10.000020000000001,two_step,50,100,0.1002,1.0002,1.1004,7,0.22028870205703938,0.22028870205703938,-1.0979280042202304,-1.097739595901235,0.00018840831899535893,-1.817888413755372,-1.8254681460709958,-0.007579732315623922,0.8136030251408164,0.8799444353464283,0.0663414102056119,-0.3928256673471391,-0.3494066239581947,0.04341904338894437
kovacs_eig_01_005,50->100,1800.0,10.000020000000001,two_step,50,100,600,0.4998,600.5,8,0.2210395025204499,0.2210395025204499,-1.0979280042202304,-1.0729640116215804,0.02496399259865001,-1.817888413755372,-1.8087849936189033,0.009103420136468587,0.8136030251408164,0.7270595475041799,-0.0865434776366365,-0.3928256673471391,-0.3987945482049635,-0.005968880857824432
kovacs_eig_01_005,50->100,1800.0,10.000020000000001,two_step,50,100,1200,4.998,1205,9,0.2216719876851692,0.2216719876851692,-1.0979280042202304,-1.0858794296414978,0.012048574578732651,-1.817888413755372,-1.810842444018118,0.007045969737254021,0.8136030251408164,0.7870231229655517,-0.026579902175264736,-0.3928256673471391,-0.45987027634811756,-0.06704460900097847
kovacs_eig_01_005,50->100,1800.0,10.000020000000001,two_step,50,100,1200,10,1210,10,0.22561910614798006,0.22561910614798006,-1.0979280042202304,-1.1115873488679058,-0.013659344647675375,-1.817888413755372,-1.8278500532495265,-0.009961639494154628,0.8136030251408164,0.8433765297504197,0.029773504609603263,-0.3928256673471391,-0.45442259149936104,-0.061596924152221955
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,0.4998,100.02,100.52,1,0.15252296237477164,0.15252296237477164,-1.1977614957632745,-1.1805084539266282,0.017253041836646332,-1.9082959692093322,-1.9112980896148675,-0.003002120405535269,1.0,0.9926435573135635,-0.007356442686436537,-0.18880620872089904,-0.13888531888611727,0.04992088983478177
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,0.4998,100,100.5,2,0.15255018129397235,0.15255018129397235,-1.1977614957632745,-1.1804825516205835,0.017278944142691044,-1.9082959692093322,-1.9112776806628409,-0.002981711453508673,1.0,0.9926204073082533,-0.007379592691746706,-0.18880620872089904,-0.13888700491155292,0.04991920380934611
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,0.4998,100,100.5,3,0.15255018129397235,0.15255018129397235,-1.1977614957632745,-1.1804825516205835,0.017278944142691044,-1.9082959692093322,-1.9112776806628409,-0.002981711453508673,1.0,0.9926204073082533,-0.007379592691746706,-0.18880620872089904,-0.13888700491155292,0.04991920380934611
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,499.98,300,799.98,4,0.2160173608226432,0.2160173608226432,-1.1977614957632745,-1.1775943723307887,0.020167123432485834,-1.9082959692093322,-1.8989483436589254,0.009347625550406802,1.0,0.9810591765578315,-0.01894082344216852,-0.18880620872089904,-0.24999103375555612,-0.06118482503465708
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,600,300,900,5,0.2496590755968986,0.2496590755968986,-1.1977614957632745,-1.2062199611596913,-0.008458465396416814,-1.9082959692093322,-1.9154578425860518,-0.007161873376719585,1.0,1.0059305266971572,0.005930526697157212,-0.18880620872089904,-0.28853712328048764,-0.0997309145595886
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,0.1002,10,10.1002,6,0.25354376802980255,0.25354376802980255,-1.1977614957632745,-1.207329127045391,-0.009567631282116462,-1.9082959692093322,-1.8869291956888834,0.0213667735204488,1.0,1.050349752418899,0.05034975241889894,-0.18880620872089904,-0.23693318218985338,-0.04812697346895434
