mode,T1_C,T2_C,t1_s,t2_s,total_anneal_time_s,requires_multi_rate_arrt,heating_rates_C_min,raw_eig_score,eig_score,uncertainty_component,sensitivity_component,novelty_component,asymmetry_component,time_penalty_component,has_existing_strict_arrt_pair,pred_delta_h_total_J_g,uncertainty_delta_h_total_J_g,pred_peak_area_J_g,uncertainty_peak_area_J_g,pred_activation_enthalpy_H_star_kj_mol,uncertainty_activation_enthalpy_H_star_kj_mol,pred_activation_entropy_S_star_j_mol_K,uncertainty_activation_entropy_S_star_j_mol_K,rank
two_step,90.0,80.0,30.0,10.0,40.0,True,"5,10,20,40",0.5071875642842855,0.5071875642842855,0.9835228892753578,0.0,0.22167669536282134,0.21155813926699166,0.011111111111111112,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,45
two_step,80.0,90.0,900.0,300.0,1200.0,True,"5,10,20,40",0.5047152875987645,0.5047152875987645,0.9835228892753578,0.0,0.3382042008241046,0.21155813926699157,0.3333333333333333,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,61
two_step,90.0,80.0,900.0,300.0,1200.0,True,"5,10,20,40",0.5047152875987645,0.5047152875987645,0.9835228892753578,0.0,0.3382042008241046,0.21155813926699157,0.3333333333333333,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,62
two_step,80.0,90.0,30.0,30.0,60.0,True,"5,10,20,40",0.5039511242998772,0.5039511242998772,0.9835228892753578,0.0,0.3134957872964973,0.0,0.016666666666666666,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,46
two_step,90.0,80.0,30.0,30.0,60.0,True,"5,10,20,40",0.5039511242998772,0.5039511242998772,0.9835228892753578,0.0,0.3134957872964973,0.0,0.016666666666666666,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,47
two_step,80.0,90.0,300.0,100.0,400.0,True,"5,10,20,40",0.49921850410996044,0.49921850410996044,0.9835228892753578,0.0,0.2218313944911955,0.21155813926699177,0.1111111111111111,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,38
two_step,90.0,80.0,300.0,100.0,400.0,True,"5,10,20,40",0.49921850410996044,0.49921850410996044,0.9835228892753578,0.0,0.2218313944911955,0.21155813926699177,0.1111111111111111,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,39
two_step,80.0,90.0,100.0,100.0,200.0,True,"5,10,20,40",0.4983816078756517,0.4983816078756517,0.9835228892753578,0.0,0.3012037607309255,0.0,0.05555555555555555,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,50
two_step,90.0,80.0,100.0,100.0,200.0,True,"5,10,20,40",0.4983816078756517,0.4983816078756517,0.9835228892753578,0.0,0.3012037607309255,0.0,0.05555555555555555,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,51
two_step,80.0,90.0,300.0,1800.0,2100.0,True,"5,10,20,40",0.49805918624181983,0.49805918624181983,0.9835228892753578,0.0,0.3381845317025018,0.3450364639407507,0.5833333333333334,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,63
two_step,90.0,80.0,300.0,1800.0,2100.0,True,"5,10,20,40",0.49805918624181983,0.49805918624181983,0.9835228892753578,0.0,0.3381845317025018,0.3450364639407507,0.5833333333333334,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,64
