sample_id,source_file,cycle_id,mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,heating_rate_C_min,arrt_peak_temperature_Tp_C,n_points,temp_min_C,temp_max_C,covers_arrt_peak_window,is_truncated,feature_integration_low_C,feature_integration_high_C,feature_peak_low_C,feature_peak_high_C,delta_h_total_rel,delta_h_total_J_g,peak_area_rel,peak_area_J_g,peak_temperature_Tp_C,peak_height_uW,onset_temperature_C,kovacs_peak_label,delta_h_total_40_160_rel,delta_h_total_40_160_J_g,peak_area_40_160_rel,peak_area_40_160_J_g,peak_temperature_Tp_40_160_C,peak_height_40_160_uW,onset_temperature_40_160_C,legacy_feature_integration_low_C,legacy_feature_integration_high_C,legacy_feature_peak_low_C,legacy_feature_peak_high_C,recovery_index
single_eig_01_003,ps-single-01.xlsx,3,single_step,100.0,30.0,nan,nan,30.0,10.0,103.484664916992,9952,30.0099620819092,196.943862915039,True,False,70.0,105.0,70.0,105.0,864.4109616362433,1.1035033552803104,864.4109616362433,1.1035033552803104,84.6441802978516,28.211233051512977,nan,0,3250.4299278965254,4.149485014335989,1178.8597567606926,1.5049273490562032,120.773292541504,49.277735460082454,nan,40.0,160.0,70.0,140.0,1.0
single_eig_01_004,ps-single-01.xlsx,4,single_step,95.0,100.02,nan,nan,100.02,60.0,110.262351989746,1557,30.0163040161133,184.928268432617,True,False,70.0,105.0,70.0,105.0,-142502.53762264008,-30.31968885588087,-104135.82729868992,-22.15655899972126,104.927001953125,-5095.667379231753,70.0727691650391,0,-567072.5988197532,-120.6537444297347,-142604.7016379982,-30.341425880425145,139.953201293945,-5799.718616210166,70.0727691650391,40.0,160.0,70.0,140.0,0.7904386075210269
single_eig_01_005,ps-single-01.xlsx,5,single_step,100.0,100.02,nan,nan,100.02,10.0,103.841697692871,9955,30.0074920654297,196.975204467773,True,False,70.0,105.0,70.0,105.0,827.0202320485657,1.0557705089981688,827.252676259061,1.0560672462881628,89.0012664794922,28.680248468382956,nan,0,3313.9500479219923,4.230574529262117,990.9117711723095,1.2649937504327355,132.97639465332,32.63679235243444,nan,40.0,160.0,70.0,140.0,0.9567442671979765
kovacs_eig_01_001,ps-kovacs-01.xlsx,1,single_step,95.0,100.02,nan,nan,100.02,10.0,103.02367401123,9950,30.0004177093506,196.905181884766,True,False,70.0,105.0,70.0,105.0,765.0120897057773,0.9766111783478006,801.2894526127269,1.0229227054630554,75.7039337158203,29.057297532575717,nan,0,3288.368216685056,4.1979168723639,985.9048624340558,1.2586019520434752,132.746505737305,31.82243397848697,nan,40.0,160.0,70.0,140.0,0.02546039253806444
kovacs_eig_01_002,ps-kovacs-01.xlsx,2,two_step,65.0,10.000020000000001,100.0,1200.0,1210.00002,10.0,104.398628234863,9951,30.0073699951172,196.928726196289,True,False,70.0,105.0,70.0,105.0,963.7409974037799,1.2303076562601445,963.7549352311041,1.2303254492311966,89.9733123779297,33.42287993246771,nan,0,3699.582396598051,4.722871144593257,1105.8670981250018,1.4117452316489385,132.737701416016,35.850366602690656,nan,40.0,160.0,70.0,140.0,0.02976674177594343
kovacs_eig_01_003,ps-kovacs-01.xlsx,3,two_step,50.0,10.000020000000001,80.0,1800.0,1810.00002,10.0,100.750045776367,9951,30.0113487243652,196.938552856445,True,False,70.0,105.0,70.0,105.0,661.2329804983198,0.8441272091467911,734.363696984693,0.9374855706187569,70.015998840332,32.44050749620635,nan,0,3634.6360948591037,4.639960972160558,1173.836501200167,1.4985146823831919,132.746017456055,37.437926958457865,nan,40.0,160.0,70.0,140.0,0.021065438304893942
kovacs_eig_01_004,ps-kovacs-01.xlsx,4,two_step,50.0,10.000020000000001,100.0,10.000020000000001,20.000040000000002,10.0,103.516021728516,9953,30.0090618133545,196.957809448242,True,False,70.0,105.0,70.0,105.0,1079.4007897528713,1.3779584550036654,1079.4007897528713,1.3779584550036654,91.448112487793,35.27781350371117,nan,0,4230.437339065796,5.400558305190376,1273.3271634485538,1.6255240384449623,132.764541625977,41.564409115583885,nan,40.0,160.0,70.0,140.0,0.034387351226275814
kovacs_eig_01_005,ps-kovacs-01.xlsx,5,two_step,50.0,1800.0,100.0,10.000020000000001,1810.00002,10.0,103.447128295898,9954,30.0012855529785,196.960693359375,True,False,70.0,105.0,70.0,105.0,1096.3732183413215,1.3996253851165805,1096.3732183413215,1.3996253851165805,91.8133544921875,35.14038950787153,nan,0,4323.996883763981,5.5199960218263575,1026.481734472111,1.3104022142197158,139.995010375977,42.479294720009875,nan,40.0,160.0,70.0,140.0,0.034928055725081626
kovacs_eig_01_006,ps-kovacs-01.xlsx,6,two_step,55.0,600.0,90.0,300.0,900.0,10.0,102.346923828125,9955,30.0105571746826,196.986053466797,True,False,70.0,105.0,70.0,105.0,981.5184776474657,1.2530023118903817,981.7560518991885,1.2533055981691765,85.145263671875,38.53694192731086,nan,0,4475.899979720209,5.713914867727926,1108.9052179027326,1.4156236824290203,139.986175537109,45.34623245045782,nan,40.0,160.0,70.0,140.0,1.0
kovacs_eig_01_007,ps-kovacs-01.xlsx,7,two_step,50.0,10.000020000000001,70.0,1800.0,1810.00002,10.0,95.1177444458008,9957,30.0040760040283,197.010681152344,True,False,70.0,105.0,70.0,105.0,1043.106054107309,1.3316247499242242,701.6962371580771,0.8957824304145665,104.997062683105,42.334241258883935,nan,0,4729.691726942652,6.037904332267215,1485.320383500534,1.8961536810645114,132.980529785156,48.12232501374183,nan,40.0,160.0,70.0,140.0,0.0332310802339278
kovacs_eig_01_008,ps-kovacs-01.xlsx,8,two_step,50.0,10.000020000000001,100.0,1800.0,1810.00002,10.0,104.165664672852,9958,30.0016212463379,197.031845092773,True,False,70.0,105.0,70.0,105.0,1338.6493067601218,1.7089140086299428,1336.8968388075077,1.7066768154989458,91.789176940918,44.89010271750976,nan,0,5289.542743110563,6.752607757162419,1312.0578746261758,1.6749674995227775,139.994491577148,54.2677914583237,nan,40.0,160.0,70.0,140.0,0.04264644265353012
kovacs_eig_01_009,ps-kovacs-01.xlsx,9,two_step,50.0,10.000020000000001,85.0,60.0,70.00002,10.0,95.1634826660156,9960,30.0083770751953,197.051132202148,True,False,70.0,105.0,70.0,105.0,1556.538521516621,1.9870704529999415,1105.142363704593,1.4108200387718208,104.985015869141,49.46193773744051,nan,0,5974.954344505341,7.627601290857881,1405.3597749079368,1.7940763083931108,139.997650146484,57.60616098304308,nan,40.0,160.0,70.0,140.0,0.049587917059866815
kovacs_eig_01_010,ps-kovacs-01.xlsx,10,two_step,75.0,10.000020000000001,100.0,1800.0,1810.00002,10.0,104.281997680664,9961,30.0076141357422,197.078903198242,True,False,70.0,105.0,70.0,105.0,1484.9675906117136,1.8957033071638894,1477.5794155956628,1.8862715943774415,91.7869338989258,49.350574869505635,nan,0,5778.742264943472,7.377117785034218,1388.9685605991901,1.7731513539564128,139.991058349609,57.81858275208401,nan,40.0,160.0,70.0,140.0,1.0
kovacs_eig_03_001,ps-kovacs-03.xlsx,1,two_step,50.0,10.000020000000001,65.0,1200.0,1210.00002,10.0,95.085578918457,9949,30.0061817169189,196.898971557617,True,False,70.0,105.0,70.0,105.0,128.8724620866692,0.1645180367063862,98.70769044040658,0.12600981758349775,104.99471282959,13.635167695128757,nan,0,1277.1336530217252,1.630383386836245,438.82855441250774,0.5602066652074567,139.986892700195,18.731622237191914,nan,40.0,160.0,70.0,140.0,0.004105595122071217
kovacs_eig_03_002,ps-kovacs-03.xlsx,2,two_step,50.0,10.000020000000001,75.0,10.000020000000001,20.000040000000002,10.0,95.1582183837891,9951,30.0092296600342,196.919448852539,True,False,70.0,105.0,70.0,105.0,350.4868768640664,0.4474300555711486,276.63648429594446,0.35315295867567376,104.997093200684,15.267647441720328,nan,0,1635.1523805953298,2.0874285709727616,609.8933066277073,0.7785871999502646,132.744857788086,20.687083930906965,nan,40.0,160.0,70.0,140.0,0.011165746263428724
kovacs_eig_03_003,ps-kovacs-03.xlsx,3,two_step,65.0,10.000020000000001,65.0,1800.0,1810.00002,10.0,95.008903503418,9952,30.0006008148193,196.922775268555,True,False,70.0,105.0,70.0,105.0,-23.418749293359287,-0.02989627569365015,-22.54301448309466,-0.028778316361397438,104.985557556152,11.131249188407992,nan,0,990.3345059053953,1.2642568160494407,395.25765104179726,0.5045842353725071,139.995300292969,17.3574225372231,nan,40.0,160.0,70.0,140.0,0.0007233269776930727
kovacs_eig_03_004,ps-kovacs-03.xlsx,4,two_step,85.0,10.000020000000001,100.0,1200.0,1210.00002,10.0,104.095481872559,9953,30.0093364715576,196.953994750977,True,False,70.0,105.0,70.0,105.0,188.85460339819065,0.24109098306151994,98.27342682212705,0.12545543849633242,104.095481872559,-35.915587053845684,nan,0,1479.3060671436428,1.8884758303961395,435.20744169494907,0.5555839681212116,104.095481872559,-35.915587053845684,nan,40.0,160.0,70.0,140.0,1.0
kovacs_eig_04_001,ps-kovacs-04.xlsx,1,two_step,75.0,10.000020000000001,100.0,10.000020000000001,20.000040000000002,10.0,102.905265808105,9954,30.0118675231934,196.933578491211,True,False,70.0,105.0,70.0,105.0,685.8617436765777,0.8755681834169078,708.1791955815416,0.9040585475509041,89.8944702148438,25.064799352125874,nan,0,3013.826067879708,3.847437533463456,763.0157013894493,0.9740625975184458,139.984039306641,32.51871098747597,nan,40.0,160.0,70.0,140.0,0.46186984013169324
kovacs_eig_04_002,ps-kovacs-04.xlsx,2,two_step,50.0,100.0002,70.0,60.0,160.0002,10.0,100.782020568848,9955,30.0118980407715,196.959365844727,True,False,70.0,105.0,70.0,105.0,848.3794784986055,1.0830376321258792,626.0834071988887,0.7992554134453898,104.991737365723,30.630405468082586,nan,0,3532.7754766271923,4.509926140375139,908.7802530972197,1.1601450039538974,139.989685058594,38.68377013749978,nan,40.0,160.0,70.0,140.0,0.027027516912393156
kovacs_eig_04_003,ps-kovacs-04.xlsx,3,two_step,65.0,10.000020000000001,85.0,600.0,610.00002,10.0,101.204627990723,9956,30.0042743682861,196.978927612305,True,False,70.0,105.0,70.0,105.0,579.007673830595,0.7391587325496957,578.7662722763192,0.7388505603527478,85.0104827880859,27.89033510402237,nan,0,3579.4884306525046,4.569559698705325,1018.3584324160284,1.300032041382164,139.994583129883,42.902246086331616,nan,40.0,160.0,70.0,140.0,0.01788361391663818
kovacs_eig_04_004,ps-kovacs-04.xlsx,4,two_step,50.0,10.000020000000001,70.0,300.0,310.00002,10.0,95.8505554199219,9957,30.0075988769531,196.992233276367,True,False,70.0,105.0,70.0,105.0,1006.4942502461204,1.2848862769099407,725.9821545958408,0.9267857292712861,104.985076904297,39.377426919329196,nan,0,4352.224865558732,5.556031743266466,1136.3871504619829,1.4507070005897653,139.993606567383,47.88359537607448,nan,40.0,160.0,70.0,140.0,0.03206470814086081
hs_01_001,ps-hs-01.xlsx,1,single_step,70.0,300.0,nan,nan,300.0,5.0,95.0066604614258,20080,30.003360748291,198.135330200195,True,False,70.0,105.0,70.0,105.0,14573.840802573272,37.209806304442395,10820.775074001667,27.627510827238297,104.997001647949,566.3559395972526,70.0045318603516,0,56433.86216085696,144.08645658091137,14220.780821272336,36.30837656495065,139.994705200195,582.3619085505029,70.0045318603516,40.0,160.0,70.0,140.0,1.0
hs_01_002,ps-hs-01.xlsx,2,single_step,70.0,300.0,nan,nan,300.0,10.0,99.2287063598633,9956,30.0023078918457,197.019409179688,True,False,70.0,105.0,70.0,105.0,546.2392395799558,0.6973266888254754,393.93823097626705,0.5028998693314047,104.997337341309,27.639375931206132,nan,0,2736.9852358342882,3.4940237053203678,796.7525892316289,1.0171309649765474,139.99299621582,33.27646589882488,nan,40.0,160.0,70.0,140.0,0.01874040093410062
hs_01_003,ps-hs-01.xlsx,3,single_step,70.0,300.0,nan,nan,300.0,20.0,107.085220336914,4911,30.0029029846191,194.696990966797,True,False,70.0,105.0,70.0,105.0,-27022.425711288284,-17.248356836992517,-20024.737019477783,-12.781747033709221,104.990768432617,-1008.0597017008768,70.0302124023438,0,-104319.04666823575,-66.58662553291643,-26049.760661096872,-16.62750680495545,139.983413696289,-1065.7445920026717,70.0302124023438,40.0,160.0,70.0,140.0,0.46354331156336265
hs_01_004,ps-hs-01.xlsx,4,single_step,70.0,300.0,nan,nan,300.0,40.0,124.966842651367,2391,30.0147953033447,189.868240356445,True,False,70.0,105.0,70.0,105.0,-81895.74369100749,-26.136939475853453,-60794.38604878179,-19.402463632589928,104.946311950684,-2956.2612442036366,70.0653533935547,0,-321211.2268919309,-102.51422134848858,-80567.776349655,-25.71312011159202,139.948165893555,-3292.5876176916718,70.0653533935547,40.0,160.0,70.0,140.0,0.7024207345237651
hs_01_005,ps-hs-01.xlsx,5,single_step,90.0,100.0002,nan,nan,100.0002,5.0,95.0047836303711,20079,30.0050067901611,198.154388427734,True,False,70.0,105.0,70.0,105.0,15130.18138272813,38.63025033888033,11192.38645562599,28.57630584415146,104.994567871094,583.1283882366247,70.0070190429688,0,58443.91387663207,149.21850351480526,14658.23113692896,37.42527098790372,139.999252319336,599.6723320859259,70.0070190429688,40.0,160.0,70.0,140.0,0.9693055440567441
hs_01_006,ps-hs-01.xlsx,6,single_step,90.0,100.0002,nan,nan,100.0002,10.0,100.710990905762,9955,30.0095500946045,196.999847412109,True,False,70.0,105.0,70.0,105.0,1038.8112431728619,1.3261420125611,1038.8112431728619,1.3261420125611,84.4139862060547,36.185013381961994,nan,0,4608.92362783808,5.883732290857123,1299.9897422113208,1.6595613730357286,138.488067626953,57.86189312366946,nan,40.0,160.0,70.0,140.0,0.03327539412003976
hs_01_007,ps-hs-01.xlsx,7,single_step,90.0,100.0002,nan,nan,100.0002,20.0,106.316833496094,4907,30.0001430511475,194.699447631836,True,False,70.0,105.0,70.0,105.0,-26368.767996499093,-16.831128508403676,-19607.0235812171,-12.515121434819426,104.999382019043,-1036.49034042177,70.0099029541016,0,-101891.40727217245,-65.03706847159943,-45397.260687038855,-28.976974906620544,106.316833496094,-1052.122552520806,70.0099029541016,40.0,160.0,70.0,140.0,0.42232462986415287
hs_01_008,ps-hs-01.xlsx,8,single_step,90.0,100.0002,nan,nan,100.0002,40.0,108.100761413574,2393,30.0139102935791,190.046722412109,True,False,70.0,105.0,70.0,105.0,-79781.634955577,-25.462223921992656,-59105.99278116211,-18.86361471739216,104.983901977539,-3005.3272836353863,70.0422821044922,0,-314497.22337212716,-100.37145426770016,-78928.58234975731,-25.189973090348076,139.998428344727,-3225.264016413559,70.0422821044922,40.0,160.0,70.0,140.0,0.6388950264389378
hs_01_009,ps-hs-01.xlsx,9,single_step,95.0,100.02,nan,nan,100.02,5.0,95.0034027099609,20079,30.0008144378662,198.159484863281,True,False,70.0,105.0,70.0,105.0,15023.572173171517,38.358056612352804,11104.648459453678,28.352293939030666,104.995948791504,579.4862090347558,70.008186340332,0,58242.69715013204,148.70475868118817,14667.41114908465,37.44870931681187,139.998611450195,600.5717330142775,70.008186340332,40.0,160.0,70.0,140.0,1.0
hs_01_010,ps-hs-01.xlsx,10,single_step,95.0,100.02,nan,nan,100.02,10.0,102.216461181641,9957,30.0025825500488,197.026123046875,True,False,70.0,105.0,70.0,105.0,1257.5053508666429,1.6053259798297568,1270.0442026175083,1.6213330246180955,84.9991912841797,44.96859472527001,nan,0,5552.587878753631,7.088410057983359,1486.2128210178303,1.8972929630014852,139.999710083008,61.715013760982856,nan,40.0,160.0,70.0,140.0,0.04185107697329949
hs_01_011,ps-hs-01.xlsx,11,single_step,95.0,100.02,nan,nan,100.02,20.0,106.073150634766,4908,30.0118217468262,194.761672973633,True,False,70.0,105.0,70.0,105.0,-25859.033190195216,-16.50576586608205,-19216.1023956157,-12.265597273797255,104.993179321289,-1065.6997643824072,70.0082855224609,0,-100222.63050426762,-63.97189181123464,-44689.014753320946,-28.524903034034644,106.073150634766,-1077.471598588014,70.0082855224609,40.0,160.0,70.0,140.0,0.4303076673797531
hs_01_012,ps-hs-01.xlsx,12,single_step,95.0,100.02,nan,nan,100.02,40.0,107.823547363281,2394,30.0217018127441,190.179656982422,True,False,70.0,105.0,70.0,105.0,-78865.3267760351,-25.169785141287797,-58382.185663800105,-18.63261244589365,104.983055114746,-3011.125777350675,70.0381927490234,0,-312160.84690739366,-99.62580220448733,-139577.43574043494,-44.54599012992605,107.823547363281,-3223.9587932401528,70.0381927490234,40.0,160.0,70.0,140.0,0.6561798840763516
hs_02_001,ps-hs-02.xlsx,1,two_step,50.0,10.000020000000001,80.0,1800.0,1810.00002,5.0,95.1025619506836,20067,30.0051288604736,198.092163085938,True,False,70.0,105.0,70.0,105.0,15044.989916997323,38.412740213610185,11091.436822449834,28.318562099871915,104.99772644043,587.4032703461767,70.0011138916016,0,58713.803058931975,149.90758227812418,14776.686317190371,37.72770974601797,139.992660522461,605.6909398670439,70.0011138916016,40.0,160.0,70.0,140.0,0.9586010263898622
hs_02_002,ps-hs-02.xlsx,2,two_step,50.0,10.000020000000001,80.0,1800.0,1810.00002,10.0,100.288192749023,9948,30.000020980835,196.913223266602,True,False,70.0,105.0,70.0,105.0,1746.8567570860328,2.2300299026630204,1814.0910666630477,2.3158609361655924,84.3794097900391,65.69594772328514,nan,0,8067.713569568054,10.299208812214536,2045.4041683767823,2.6111542575022746,139.984619140625,84.01020974750725,128.604629516602,40.0,160.0,70.0,140.0,0.05565104029770401
hs_02_003,ps-hs-02.xlsx,3,two_step,50.0,10.000020000000001,80.0,1800.0,1810.00002,20.0,104.709968566895,4900,30.0165176391602,194.56477355957,True,False,70.0,105.0,70.0,105.0,-25033.548582767064,-15.978860797510892,-19012.965507930763,-12.135935430594103,104.709968566895,-1061.944329671969,70.0282516479492,0,-95792.30083784243,-61.14402181138879,-42831.5563985341,-27.339291318213252,104.709968566895,-1061.944329671969,70.0282516479492,40.0,160.0,70.0,140.0,0.39875708621296213
hs_02_004,ps-hs-02.xlsx,4,two_step,50.0,10.000020000000001,80.0,1800.0,1810.00002,40.0,106.943077087402,2388,30.0060443878174,189.810562133789,True,False,70.0,105.0,70.0,105.0,-77235.05073753027,-24.649484277935187,-57364.937193836355,-18.307958678883942,104.984504699707,-3163.952254635666,70.0581817626953,0,-306196.9216966555,-97.72242181808154,-137032.56327656252,-43.7337967903923,106.943077087402,-3287.8887618820477,70.0581817626953,40.0,160.0,70.0,140.0,0.6151349994145261
hs_02_005,ps-hs-02.xlsx,5,two_step,50.0,10.000020000000001,100.0,1800.0,1810.00002,5.0,95.0066452026367,20072,30.002140045166,198.137802124023,True,False,70.0,105.0,70.0,105.0,15694.735873231308,40.071666059313976,11579.525495411126,29.56474594573053,104.998092651367,594.8719057706817,70.0070877075195,0,60488.24642499074,154.43807597869977,15092.902092772367,38.53506917303582,139.993087768555,617.5989849959753,70.0070877075195,40.0,160.0,70.0,140.0,1.0
hs_02_006,ps-hs-02.xlsx,6,two_step,50.0,10.000020000000001,100.0,1800.0,1810.00002,10.0,103.079368591309,9955,30.0008907318115,197.022766113281,True,False,70.0,105.0,70.0,105.0,2154.2405894226613,2.7500943694757374,2154.2405894226613,2.7500943694757374,85.8511047363281,69.1590949286674,nan,0,8683.038645657665,11.084730185945954,2125.1950553152947,2.7130149642322907,139.999130249023,87.90125824098357,115.027694702148,40.0,160.0,70.0,140.0,0.06862939927192083
hs_02_007,ps-hs-02.xlsx,7,two_step,50.0,10.000020000000001,100.0,1800.0,1810.00002,20.0,106.437324523926,4907,30.0120048522949,194.725143432617,True,False,70.0,105.0,70.0,105.0,-24140.98452772546,-15.409139060250293,-18008.28483040753,-11.494649891749486,104.986976623535,-1004.2684690845583,70.0323944091797,0,-94411.50778785849,-60.26266454544159,-42477.93227454933,-27.113573792265523,106.437324523926,-1035.4700934092298,70.0323944091797,40.0,160.0,70.0,140.0,0.38453951571271644
hs_02_008,ps-hs-02.xlsx,8,two_step,50.0,10.000020000000001,100.0,1800.0,1810.00002,40.0,108.408966064453,2393,30.0043506622314,190.099899291992,True,False,70.0,105.0,70.0,105.0,-76115.31697759024,-24.292122439656456,-56402.72304747091,-18.00086905770348,104.956733703613,-2866.2632104544955,70.0083618164063,0,-302493.62054587505,-96.54051719549203,-135994.0899465782,-43.40236913188665,108.408966064453,-3131.854677502244,70.0083618164063,40.0,160.0,70.0,140.0,0.6062169315271124
hs_02_009,ps-hs-02.xlsx,9,two_step,65.0,10.000020000000001,100.0,1200.0,1210.00002,5.0,95.003776550293,20078,30.0022010803223,198.184219360352,True,False,70.0,105.0,70.0,105.0,16188.217787790365,41.33161988372007,11937.871494900452,30.479671901873495,104.995742797852,608.5027501146362,70.0012817382813,0,62257.17204016837,158.9544818046852,15496.75557737159,39.56618445286364,139.996429443359,633.9317117487532,70.0012817382813,40.0,160.0,70.0,140.0,1.0
hs_02_010,ps-hs-02.xlsx,10,two_step,65.0,10.000020000000001,100.0,1200.0,1210.00002,10.0,103.411499023438,9956,30.0075073242188,197.057495117188,True,False,70.0,105.0,70.0,105.0,2602.8538689997777,3.322792173191205,2602.8538689997777,3.322792173191205,85.1610717773438,82.7000370025637,84.5067443847656,0,9970.277983202992,12.728014446642117,2365.1186326599864,3.0193003821191313,139.987716674805,97.2462087462236,84.5067443847656,40.0,160.0,70.0,140.0,0.08039346588736061
hs_02_011,ps-hs-02.xlsx,11,two_step,65.0,10.000020000000001,100.0,1200.0,1210.00002,20.0,106.497627258301,4908,30.014627456665,194.833190917969,True,False,70.0,105.0,70.0,105.0,-24040.963219683694,-15.345295672138528,-17937.509067711842,-11.449473873007559,104.978904724121,-1003.9366617681478,70.0184707641602,0,-94300.73272622898,-60.19195705929508,-42410.63047538681,-27.07061519705541,106.497627258301,-1037.5756305649707,70.0184707641602,40.0,160.0,70.0,140.0,0.3712725442484488
hs_02_012,ps-hs-02.xlsx,12,two_step,65.0,10.000020000000001,100.0,1200.0,1210.00002,40.0,108.380264282227,2396,30.0024452209473,190.343734741211,True,False,70.0,105.0,70.0,105.0,-76589.78240891048,-24.443547577311854,-56821.58474116227,-18.134548321647532,104.995803833008,-2898.9228111769216,70.0468597412109,0,-304239.83680916484,-97.09782025824408,-136929.74406602635,-43.70098214873181,108.380264282227,-3156.2196811527647,70.0468597412109,40.0,160.0,70.0,140.0,0.5914006672392682
single_hs_80_90_01_001,ps-single-hs-01.xlsx,1,single_step,80.0,49.999999999999986,nan,nan,49.999999999999986,5.0,95.0061187744141,20066,30.0009517669678,198.112762451172,True,False,70.0,105.0,70.0,105.0,15501.252341403402,39.57766555251932,11475.581956097176,29.299358185780026,104.997909545898,596.4185797480204,70.00537109375,0,59765.686591751495,152.5932423619187,14971.48598134387,38.225070590665204,139.997711181641,612.7725594185581,70.00537109375,40.0,160.0,70.0,140.0,1.0
single_hs_80_90_01_002,ps-single-hs-01.xlsx,2,single_step,80.0,49.999999999999986,nan,nan,49.999999999999986,10.0,99.2365951538086,9949,30.0027351379395,196.940139770508,True,False,70.0,105.0,70.0,105.0,2108.0310768842137,2.6911035024053787,1501.9968778995049,1.9174428228504319,104.991584777832,79.5268306493872,nan,0,8478.355202939758,10.823432173965648,2097.833866477399,2.6780857869924244,139.990875244141,87.21954326642071,106.072784423828,40.0,160.0,70.0,140.0,0.06799550870008492
single_hs_80_90_01_003,ps-single-hs-01.xlsx,3,single_step,80.0,49.999999999999986,nan,nan,49.999999999999986,20.0,107.092086791992,4901,30.013650894165,194.613464355469,True,False,70.0,105.0,70.0,105.0,-24478.097315632047,-15.624317435509818,-18214.580709293783,-11.62632811231518,104.997123718262,-928.0147026564268,70.0206985473633,0,-94856.69824667089,-60.5468286680878,-23914.51658707617,-15.26458505558053,139.97038269043,-978.0264418785221,70.0206985473633,40.0,160.0,70.0,140.0,0.3947761248014096
single_hs_80_90_01_004,ps-single-hs-01.xlsx,4,single_step,80.0,49.999999999999986,nan,nan,49.999999999999986,40.0,124.937721252441,2388,30.0183334350586,189.869400024414,True,False,70.0,105.0,70.0,105.0,-77057.18465207078,-24.592718505980034,-57255.34763829522,-18.272983288817624,104.97290802002,-2823.2401968981812,70.0170745849609,0,-302894.9272264228,-96.66859379566685,-76250.48600512218,-24.335261490996437,139.995254516602,-3122.9296902291344,70.0170745849609,40.0,160.0,70.0,140.0,0.6213787034342803
single_hs_80_90_01_005,ps-single-hs-01.xlsx,5,single_step,80.0,499.99999999999983,nan,nan,499.99999999999983,5.0,95.0027389526367,20071,30.0067749023438,198.147705078125,True,False,70.0,105.0,70.0,105.0,15461.355429092764,39.475801095555994,11419.65314794968,29.156561228807696,104.996284484863,598.8584020653217,70.0037689208984,0,59963.32664672464,153.0978552682331,15033.84149611056,38.384276160282276,139.998550415039,615.8955377531731,70.0037689208984,40.0,160.0,70.0,140.0,0.9974262136095886
single_hs_80_90_01_006,ps-single-hs-01.xlsx,6,single_step,80.0,499.99999999999983,nan,nan,499.99999999999983,10.0,98.6662521362305,9952,30.001895904541,197.00959777832,True,False,70.0,105.0,70.0,105.0,1958.3058373460321,2.4999648987396155,1316.228429292285,1.6802916118624913,104.998725891113,80.49821236606977,nan,0,8636.236730170234,11.024983059791788,2173.4925387021244,2.7746713260027116,139.991790771484,89.44029583762608,105.336334228516,40.0,160.0,70.0,140.0,0.06316605246517577
single_hs_80_90_01_007,ps-single-hs-01.xlsx,7,single_step,80.0,499.99999999999983,nan,nan,499.99999999999983,20.0,106.380096435547,4905,30.0110912322998,194.749496459961,True,False,70.0,105.0,70.0,105.0,-24510.549077444964,-15.645031326028697,-18421.666124635332,-11.758510292320423,104.993507385254,-949.2306902565997,70.0270080566406,0,-93778.72803752482,-59.858762577143494,-23581.92797309858,-15.052294450913985,139.972564697266,-964.8852367686102,70.0270080566406,40.0,160.0,70.0,140.0,0.39529949802794295
single_hs_80_90_01_008,ps-single-hs-01.xlsx,8,single_step,80.0,499.99999999999983,nan,nan,499.99999999999983,40.0,108.077598571777,2393,30.0069122314453,190.190277099609,True,False,70.0,105.0,70.0,105.0,-76581.56447875862,-24.44092483364637,-57118.059407415734,-18.229167895983743,104.955558776855,-2933.6850070846594,70.0098724365234,0,-300754.13671243435,-95.98536278056415,-75718.23844774187,-24.165395249279317,139.986083984375,-3098.643585781979,70.0098724365234,40.0,160.0,70.0,140.0,0.6175433667560157
single_hs_80_90_01_009,ps-single-hs-01.xlsx,9,single_step,80.0,1000.000000000002,nan,nan,1000.000000000002,5.0,95.0051574707031,20073,30.0022010803223,198.171936035156,True,False,70.0,105.0,70.0,105.0,15379.23321108491,39.266127347450826,11333.877235148644,28.937558898251858,104.992576599121,597.6226774181841,70.0025863647461,0,59791.8863506215,152.6601353632889,14993.332860037706,38.28084985541542,139.991882324219,614.1040214853726,70.0025863647461,40.0,160.0,70.0,140.0,0.9921284340367401
single_hs_80_90_01_010,ps-single-hs-01.xlsx,10,single_step,80.0,1000.000000000002,nan,nan,1000.000000000002,10.0,99.0161590576172,9956,30.0020790100098,197.070297241211,True,False,70.0,105.0,70.0,105.0,1777.7768423928644,2.269502351990891,1165.4725213860052,1.4878372613438362,104.995407104492,75.95860319976464,nan,0,8276.686298150442,10.565982508277159,2091.6100127817617,2.6701404418490573,139.999160766602,85.97602656861795,105.941604614258,40.0,160.0,70.0,140.0,0.05734300697900625
single_hs_80_90_01_011,ps-single-hs-01.xlsx,11,single_step,80.0,1000.000000000002,nan,nan,1000.000000000002,20.0,105.425308227539,4909,30.0083160400391,194.877578735352,True,False,70.0,105.0,70.0,105.0,-24828.8364604072,-15.848193485366298,-18739.65939534622,-11.961484720433758,104.985679626465,-992.8572741893008,70.0263290405273,0,-94741.60029319828,-60.473361889275495,-42613.04950079614,-27.199818830295406,105.425308227539,-993.2992318260972,70.0263290405273,40.0,160.0,70.0,140.0,0.40043275074766205
