mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,condition_key,rank,loss,target_loss,mean_uncertainty,target_activation_enthalpy_H_star_kj_mol,pred_activation_enthalpy_H_star_kj_mol,error_activation_enthalpy_H_star_kj_mol,target_activation_entropy_S_star_j_mol_K,pred_activation_entropy_S_star_j_mol_K,error_activation_entropy_S_star_j_mol_K
two_step,100,10,100,900,910,two_step|50|10|100|1800,7,0.44755844686048585,0.17418820935211254,12.910178542085331,464.080702165651,473.334950931603,9.254248765951957,1009.1671352867368,1033.6608517945147,24.49371650777789
two_step,85,30,100,1800,1830,two_step|50|10|100|1800,8,0.4600463763661332,0.17380314613367961,12.787161511622681,464.080702165651,473.3145886013839,9.23388643573287,1009.1671352867368,1033.606419819642,24.439284532905276
two_step,95,10,100,900,910,two_step|50|10|100|1800,9,0.47322982282119336,0.17579961624907148,14.113176995272761,464.080702165651,473.41984927460175,9.339147108950726,1009.1671352867368,1033.889578834606,24.72244354786926
two_step,80,10,100,600,610,two_step|50|10|100|1800,10,0.4757457330817798,0.17571662802052213,14.493121919729552,464.080702165651,473.41521600631245,9.33451384066143,1009.1671352867368,1033.878582170909,24.711446884172346
two_step,50,10,55,1800,1810,two_step|50|10|80|1800,1,0.19211169932105965,0.002720397241003714,7.961231770669463,587.2107401307184,587.0673726644519,-0.14336746626645436,1340.5046877972368,1340.118671023735,-0.38601677350175123
two_step,50,10,55,1200,1210,two_step|50|10|80|1800,2,0.19777423057986063,0.0034095938149384135,8.709898504912777,587.2107401307184,587.0310716017077,-0.17966852901065522,1340.5046877972368,1340.0208152397872,-0.48387255744955837
two_step,50,10,60,1800,1810,two_step|50|10|80|1800,3,0.229448388084886,0.004425500322044702,9.742811054808731,587.2107401307184,586.977542946112,-0.2331971846064107,1340.5046877972368,1339.8766292544426,-0.6280585427941787
two_step,50,10,55,900,910,two_step|50|10|80|1800,4,0.23857603534301441,0.0054606312334476576,10.897436872145006,587.2107401307184,586.9230075616316,-0.2877325690867565,1340.5046877972368,1339.7296961344628,-0.7749916627740276
two_step,50,10,60,1200,1210,two_step|50|10|80|1800,5,0.2572992429351649,0.00632952588948721,11.54015251895055,587.2107401307184,586.8772393438614,-0.3335007868569164,1340.5046877972368,1339.6063323909614,-0.8983554062754138
two_step,55,10,55,1200,1210,two_step|50|10|80|1800,6,0.2610349701188672,0.005972971738592984,11.744766585680377,587.2107401307184,586.895976597702,-0.3147635330163894,1340.5046877972368,1339.657086874708,-0.8476009225287271
two_step,55,10,55,1800,1810,two_step|50|10|80|1800,7,0.2672736725800913,0.005439016254189254,11.583399482961772,587.2107401307184,586.9240718995591,-0.28666823115929674,1340.5046877972368,1339.732987614458,-0.7717001827788863
two_step,55,10,60,1800,1810,two_step|50|10|80|1800,8,0.27205500061195315,0.006340344377501878,11.77739947838923,587.2107401307184,586.8766498236258,-0.33409030709253784,1340.5046877972368,1339.6048554052638,-0.8998323919729501
two_step,50,10,50,1800,1810,two_step|50|10|80|1800,9,0.29405275178488177,0.006801704528547437,12.854219029483382,587.2107401307184,586.8522490873504,-0.35849104336796245,1340.5046877972368,1339.5396495687764,-0.9650382284603438
two_step,50,10,50,1200,1210,two_step|50|10|80|1800,10,0.2959666082421638,0.007667204053958206,13.406636876076947,587.2107401307184,586.8066603519045,-0.40407977881386614,1340.5046877972368,1339.416765917491,-1.0879218797458634
two_step,95,10,100,600,610,two_step|65|10|100|1200,1,0.2155921499391855,0.004276424736601333,10.057452926795875,472.92829617146856,473.1534434947198,0.22514732325123532,1032.564089767893,1033.1715752191196,0.6074854512266938
two_step,90,10,100,600,610,two_step|65|10|100|1200,2,0.22602385099019115,0.004999718027170843,10.542873314817683,472.92829617146856,473.19155314745257,0.26325697598400666,1032.564089767893,1033.2742342480922,0.7101444801992329
two_step,90,30,100,1800,1830,two_step|65|10|100|1200,3,0.2600546378110586,0.0055656504315271605,11.199449368976572,472.92829617146856,473.2213398276021,0.2930436561335341,1032.564089767893,1033.3546539289505,0.7905641610575458
two_step,85,10,100,600,610,two_step|65|10|100|1200,4,0.26086442487536937,0.0067022542558398375,12.199775197643143,472.92829617146856,473.28115670588454,0.3528605344159814,1032.564089767893,1033.516184441397,0.952094673504007
two_step,95,30,100,1800,1830,two_step|65|10|100|1200,5,0.26249880131879666,0.0052059721249518515,11.339641459692242,472.92829617146856,473.2023432103087,0.2740470388401377,1032.564089767893,1033.303740288858,0.7396505209651423
