mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,rank,eig_score,expected_information_gain,inverse_identifiability_score,nearest_existing_distance,novelty_component,inverse_identifiability_component,extrapolation_penalty,extrapolation_penalty_component,time_penalty,sensitivity_T1_C,sensitivity_t1_s,sensitivity_T2_C,sensitivity_t2_s,eig_delta_h_total_J_g,pred_delta_h_total_J_g,uncertainty_delta_h_total_J_g,eig_peak_area_J_g,pred_peak_area_J_g,uncertainty_peak_area_J_g,eig_peak_temperature_Tp_C,pred_peak_temperature_Tp_C,uncertainty_peak_temperature_Tp_C,eig_peak_height_uW,pred_peak_height_uW,uncertainty_peak_height_uW,eig_recovery_index,pred_recovery_index,uncertainty_recovery_index,eig_path_dependence_index,pred_path_dependence_index,uncertainty_path_dependence_index
two_step,55,1800,60,1800,3600,21,3.9484240395108725,2.293061341179965,0.9810779016995198,2.8003296013880177,0.5880692162914837,1.1772934820394236,0.14285714285714285,0.049999999999999996,0.06,0.5997712424727587,1.3401595568148574,0.07287607947671974,1.2332804390338423,0.7795377847665869,-1.7130149020190335,2.871158754777234,0.7135295141393753,-1.2637875537883763,2.130672621076027,0.039918875047374444,104.44500018503508,2.565657245061851,0.7760526330456297,-66.68868804669867,103.49160108617767,0.19359887784082305,0.6146496705899558,0.24561031428067395,1.3055202537712578,-1.3833287887193892,5.806528839380024
two_step,70,10,90,300,310,22,4.20039617319399,2.65297179051536,0.9997168880716569,1.6806234212247018,0.3529309184571874,1.1996602656859883,3.851367973431823e-07,1.3479787907011379e-07,0.005166666666666666,0.5731709058852487,4.914504420463033,0.4140362743732898,3.692812234771055,0.9292537607599343,-1.9553726338404103,3.44787054493104,0.897311822544573,-1.2814091911792174,2.6820264459304,0.3091784624354601,100.14454307400676,8.233301570608383,0.8493914405802516,-68.66095071032677,113.3897978756801,0.20171208861362444,0.7732494278193364,0.25179011725273714,1.1254927161042814,-3.224207241739433,4.7658340366193075
two_step,65,1800,95,1800,3600,23,3.9207085302277185,2.429744894703218,0.9540781978386517,1.9336657053243758,0.4060697981181189,1.144893837406382,0.0,0.0,0.06,0.5850253754337166,1.0479664324166333,0.3416102778949305,1.1722319622231432,0.8358571150467691,-1.6480724693187339,3.0802916730658207,0.8182679059149264,-1.0612428757519647,2.4355252538051437,0.38711332246748537,94.97979230944698,9.621878223625567,0.8383633241531868,-64.07936181553808,111.86591771120483,0.08113375932266573,0.8811426317125207,0.1499194225898155,1.045857372772659,-3.1583476087987146,4.356081434295085
two_step,55,600,75,1800,2400,24,4.045097065405827,2.4871440004937586,1.0,1.8950145948193728,0.3979530649120683,1.2,0.0,0.0,0.04,0.5078870022464339,0.8773297403860432,0.1190076938202715,2.2690079631241766,0.8064108638961289,-1.1767004972144681,2.9698439765022897,0.7447547714965804,-0.7968139760140257,2.2191682663781016,0.28697790645935684,101.25410683748412,7.83604055781548,0.7372413026713535,-39.66874049065501,98.46637435080294,0.23794839722437916,0.6561938198300693,0.2788415243597386,1.188960482346857,-1.0841143168934133,5.113613508403451
two_step,60,600,85,600,1200,25,4.0826243251665915,2.5402320414405803,1.0,1.7256775415524335,0.362392283726011,1.2,0.0,0.0,0.02,0.5441820966572595,0.8232049048569826,0.22817081429972444,0.20254878065158452,0.8166131738555475,-1.352343111178803,3.0078318648993783,0.7791639512220395,-0.869178843027952,2.3189851912747668,0.3695499084772277,97.56660930151146,9.308657767329983,0.7725553050608891,-48.69010698810984,103.0329828882742,0.20395301018820328,0.7676645021729479,0.2534878785990098,1.154148983356887,-2.0079033931905146,4.920429307037383
two_step,60,100,85,900,1000,26,4.225396567003043,2.6026894102649747,0.994806550607029,2.1219331556014285,0.4456059626763,1.1937678607284348,0.0,0.0,0.016666666666666666,0.5362268562846839,3.17017938071433,0.24384373039666007,1.933334981261145,0.8655029862785808,-1.012958128101987,3.1940419878516733,0.8123201897305576,-0.646954349437375,2.417578641726157,0.3856745218278304,100.1712925269307,9.596193461022079,0.782871871096589,-36.12708055336804,104.38921797810052,0.22878029358746915,0.6702706560437689,0.27206973348592944,1.0982942442387738,-1.9191820282108922,4.622675446371191
two_step,60,300,85,100,400,27,3.9529652410380134,2.4685156137269972,1.0,1.3862680665603953,0.291116293977683,1.2,0.0,0.0,0.006666666666666667,0.5256842421801702,4.396940666396313,0.22124461664732692,3.669923542239075,0.8510016020698321,-2.16200361063907,3.138073261659574,0.7968619316561605,-1.46228383677223,2.371309017620544,0.33730547557816554,99.54216497786199,8.734586436054194,0.7065729256207774,-61.81811056446415,94.59160754769474,0.1615071977448499,0.794146297373542,0.22055197043444164,1.1345276413812084,-2.935620756985677,4.814152991403807
two_step,65,30,90,600,630,28,4.1961652050311,2.652677698718395,1.0,1.6856547919652676,0.3539875063127062,1.2,0.0,0.0,0.010499999999999999,0.5464797942675493,4.964501799215,0.3751339220111332,3.8168194423751505,0.8774743936935143,-0.49505885329819693,3.240728247466511,0.8538564763360339,-0.1601515019922286,2.5446309678274637,0.42414833024814164,97.30149100791829,10.28530863792391,0.7996313332625936,-23.887269780403166,106.61455861027905,0.23370993613050128,0.7168211943600593,0.2757161410239792,1.0554176728287707,-1.5672304983814154,4.403789323908389
two_step,65,30,90,60,90,29,4.015688464747658,2.432303640287332,1.0,1.8327848783825063,0.3848848244603263,1.2,0.0,0.0,0.0014999999999999998,0.46869779039913156,0.691767893458524,0.21576754133613088,1.1997072952002374,0.851928181180225,-1.9575014265558859,3.14163053713159,0.7881473919312679,-1.3207169733023847,2.345459044981111,0.2670133428491583,100.51359352744369,7.476622083468835,0.6924765926586995,-56.41869509235321,92.83766033703799,0.20194490949267951,0.69187214060928,0.2519666839953052,1.1175320957782129,-2.9133525621759597,4.72357855312347
two_step,60,100,85,300,400,30,4.092312433474223,2.513187851615218,1.0,1.8371011834555815,0.3857912485256721,1.2,0.0,0.0,0.006666666666666667,0.5211816691161419,0.8710840542576744,0.19313064707207467,0.9552526942002242,0.8623309233751466,-1.4831609990157677,3.1817450059244905,0.798176379672736,-0.9967417609823207,2.375222625881696,0.3063857544868639,100.69353840109027,8.183431199967051,0.7447137257334616,-46.69433318085179,99.42308724461296,0.20467240481286356,0.7194528163706446,0.2540321051597103,1.1383064645887242,-2.227998268710905,4.834476976844453
