sample_id,source_file,cycle_id,mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,heating_rate_C_min,cooling_rate_C_min,noise_sigma_uW,process_total_integral_uW_min,process_total_abs_integral_uW_min,process_total_mean_uW,process_total_std_uW,process_hold_integral_uW_min,process_hold_abs_integral_uW_min,process_cooling_integral_uW_min,process_cooling_abs_integral_uW_min,process_between_step_heating_integral_uW_min,process_step1_hold_mean_uW,process_step1_hold_slope_uW_min,process_step1_hold_delta_uW,process_step2_hold_mean_uW,process_step2_hold_slope_uW_min,process_step2_hold_delta_uW,process_final_cooling_mean_uW,process_final_cooling_slope_uW_min,process_pre_scan_start_dsc_uW,process_pre_scan_end_dsc_uW,process_pre_scan_dsc_shift_uW,feature_integration_low_C,feature_integration_high_C,feature_peak_low_C,feature_peak_high_C,delta_h_total_rel,delta_h_total_J_g,peak_area_rel,peak_area_J_g,peak_temperature_Tp_C,peak_height_uW,onset_temperature_C,kovacs_peak_label,delta_h_total_40_160_rel,delta_h_total_40_160_J_g,peak_area_40_160_rel,peak_area_40_160_J_g,peak_temperature_Tp_40_160_C,peak_height_40_160_uW,onset_temperature_40_160_C,legacy_feature_integration_low_C,legacy_feature_integration_high_C,legacy_feature_peak_low_C,legacy_feature_peak_high_C,recovery_index,path_dependence_index
onestep_70_001,PS-onestep-02.xlsx,1,single_step,70.0,0.1002,nan,nan,0.1002,10.0,60.0,27.467694910576387,18401.056127332045,18401.056127332045,3136.664052724837,3022.5633377597496,2423.7563138707465,2423.7563138707465,18323.163466046644,18323.163466046644,0,4705.72422790527,0.0,0.0,812.5799534834548,-1098.1560333941795,-3198.118705749508,1369.3562322072848,-1358.009738320072,7.33905029296875,27.6480026245117,20.30895233154295,70.0,105.0,70.0,105.0,-3601.9461443329637,-4.598229120425059,-2554.3750861970293,-3.2609043653579093,104.988632202148,-111.34849045234387,70.0069885253906,0,-12814.457308901321,-16.358881670937855,-5271.198186474554,-6.729189174222834,105.696983337402,-112.6426651642787,70.0069885253906,40.0,160.0,70.0,140.0,1.0,0.0
onestep_70_002,PS-onestep-02.xlsx,2,single_step,70.0,0.4998,nan,nan,0.4998,10.0,60.0,27.467694910576387,18297.419179979952,18297.419179979952,3136.7647575487404,2927.0129064468847,2630.249870427447,2630.249870427447,18218.839112281796,18218.839112281796,0,885.7796017328894,-1160.8961245505811,-3200.3563613891565,0.0,0.0,0.0,1426.6424818732517,-1371.766034269599,19.8707809448242,25.1579055786133,5.287124633789098,70.0,105.0,70.0,105.0,-3548.098636845042,-4.529487621504308,-2509.2407113936933,-3.2032860145451405,104.974952697754,-109.2095379919815,70.0165100097656,0,-12621.852044374114,-16.113002609839292,-2689.4849916442363,-3.433385095716046,139.832626342773,-111.00564326860467,70.0165100097656,40.0,160.0,70.0,140.0,0.9850504406978318,0.0
onestep_70_003,PS-onestep-02.xlsx,3,single_step,70.0,0.7979999999999999,nan,nan,0.7979999999999999,10.0,60.0,27.467694910576387,18155.03629287083,18155.03629287083,3103.477775964981,2884.0808429196077,2619.992689355212,2619.992689355212,18077.908609612747,18077.908609612747,0,4662.23692321777,0.0,0.0,882.2301518546209,-1149.1239114780954,-3153.5832099914564,1411.5487403002646,-1349.5553098439038,11.9692153930664,25.0743675231934,13.105152130127,70.0,105.0,70.0,105.0,-3397.8815675295846,-4.337721150037767,-2401.5946139471575,-3.0658654646133923,104.986793518066,-104.22461194228799,70.0049362182617,0,-12090.01394206886,-15.434060351577267,-2554.6520589002057,-3.2612579475321772,139.948959350586,-105.51061813408887,70.0049362182617,40.0,160.0,70.0,140.0,0.9433460222262238,0.0
onestep_70_004,PS-onestep-02.xlsx,4,single_step,70.0,1.0002,nan,nan,1.0002,10.0,60.0,27.467694910576387,18079.541687072113,18079.541687072113,3064.58072658043,2874.62924936891,2601.539567403773,2601.539567403773,18002.792958892183,18002.792958892183,0,4638.15391540527,0.0,0.0,862.0507750380883,-1114.661513077378,-3130.392169952389,1384.8443103670534,-1319.977525574516,9.11240005493164,26.4038352966309,17.291435241699258,70.0,105.0,70.0,105.0,-3265.6179250340556,-4.168873946851986,-2303.8017777343234,-2.941023546043817,104.997756958008,-101.92588336173549,70.0138320922852,0,-11682.753912732773,-14.914153931148217,-4746.496733822199,-6.059357532538977,105.959739685059,-102.59419441653995,70.0138320922852,40.0,160.0,70.0,140.0,0.9066259722322441,0.0
onestep_70_005,PS-onestep-02.xlsx,5,single_step,70.0,4.998,nan,nan,4.998,10.0,60.0,27.467694910576387,17879.672898031862,17879.688580188744,2988.5711328618027,2842.425078761167,2685.8002157465453,2685.8002157465453,17807.52766513188,17807.543347288763,0,4485.657431030269,-3922.3271484370016,-261.697265625,787.225289261859,-1034.631720934395,-3019.1617202758753,1285.4528992857247,-1241.4206350483541,-0.940929412841797,28.5449295043945,29.485858917236296,70.0,105.0,70.0,105.0,-2929.6923115106324,-3.740032738098679,-2068.7520744904305,-2.6409600950941665,104.993209838867,-91.85577144131275,70.0012817382813,0,-10329.8397004623,-13.187029404845488,-4263.42198249807,-5.442666360635834,105.668037414551,-92.73454684252806,70.0012817382813,40.0,160.0,70.0,140.0,0.8133637189773073,0.0
onestep_70_006,PS-onestep-02.xlsx,6,single_step,70.0,10.020000000000001,nan,nan,10.020000000000001,10.0,60.0,27.467694910576387,17712.66421189943,17712.982874892547,2896.3328825719336,2809.1503494700655,2792.7626243337554,2792.7626243337554,17645.65768139209,17645.976344385203,0,4287.947567749021,-3450.2088068180624,-519.21826171875,698.5798415729704,-930.1332028960552,-2865.6431808471643,1174.245530519191,-1150.8428547867466,-7.19187355041504,29.0869064331055,36.27877998352054,70.0,105.0,70.0,105.0,-2684.554122246469,-3.427090368825279,-1891.346401496034,-2.4144847678672776,104.991134643555,-84.34061037474726,104.452095031738,0,-9503.003287771573,-12.131493558857327,-3901.0759038312176,-4.980096898507937,105.46305847168,-85.13984529037634,104.452095031738,40.0,160.0,70.0,140.0,0.7453065689141822,0.0
onestep_70_007,PS-onestep-02.xlsx,7,single_step,70.0,49.98,nan,nan,49.98,10.0,60.0,27.467694910576387,17639.637769486097,17640.289308684656,2600.8745505077527,2719.8592963545566,4338.459968083647,4338.459968083647,17633.516775426862,17634.16831462542,0,2579.1117877197253,-5778.88807691045,-4137.044555664059,722.5245657528145,-919.8198733309346,-2224.1244430541956,795.9202666429692,-589.2686337320514,-10.5662670135498,26.8673629760742,37.433629989624,70.0,105.0,70.0,105.0,-2566.7463271336705,-3.276697438894047,-1798.1579692633486,-2.2955208118255515,104.981010437012,-79.39089092114477,nan,0,-8980.578542425239,-11.464568352032218,-3679.9586420935634,-4.6978195430981655,105.554054260254,-80.06981502621261,nan,40.0,160.0,70.0,140.0,0.7125998624860063,0.0
onestep_70_008,PS-onestep-02.xlsx,8,single_step,70.0,100.02,nan,nan,100.02,10.0,60.0,27.467694910576387,17582.023428433728,17582.841841913847,2298.7663786229473,2677.590308071674,4386.57577240624,4386.57577240624,17581.02410579681,17581.84251927693,0,1334.9614925384515,-2930.091204825752,-4428.161804199215,705.4199888239461,-906.9217588247411,-2239.1530952453627,765.9007159737,-565.264720637146,-12.3420295715332,25.4185447692871,37.7605743408203,70.0,105.0,70.0,105.0,-2365.1670923983684,-3.0193622456149383,-1653.019899917855,-2.1102381701079,104.998207092285,-72.30414398069433,nan,0,-8250.762884938275,-10.532888789282902,-3369.146617875932,-4.3010382355862955,105.689636230469,-73.47909127679168,nan,40.0,160.0,70.0,140.0,0.6566358844980368,0.0
onestep_70_009,PS-onestep-02.xlsx,9,single_step,70.0,499.98,nan,nan,499.98,10.0,60.0,27.467694910576387,17704.736402416223,17705.265548833206,1238.3213976968968,2251.663067007076,4495.4947181861135,4495.4947181861135,17704.178206475568,17704.70735289255,0,286.5086582772477,-167.8898530211475,-4379.602851867672,689.81585449138,-911.7725134781289,-2349.3189620971693,755.3674130335643,-573.7863607365599,-14.0603351593018,23.5563888549805,37.6167240142823,70.0,105.0,70.0,105.0,-2342.6638294927347,-2.9906346759481717,-2342.6638294927347,-2.9906346759481717,87.2810134887695,-72.46973884717715,nan,0,-7868.307072723992,-10.044647326881693,-2828.0095995946567,-3.6102250207591355,87.2810134887695,-72.46973884717715,nan,40.0,160.0,70.0,140.0,0.650388355522336,0.0
onestep_70_010,PS-onestep-02.xlsx,10,single_step,70.0,1000.0200000000001,nan,nan,1000.0200000000001,10.0,60.0,27.467694910576387,17913.65463635126,17914.27419182459,789.9238517923793,1873.0914161407109,4722.490199470512,4722.490199470512,17913.104940827678,17913.724496301005,0,159.31040970611568,-43.70169713825924,-4373.548202514645,668.7509791189462,-890.6426616830628,-2371.0519714355432,746.8268263845732,-579.7213400536126,-15.8477973937988,24.3075103759766,40.155307769775405,70.0,105.0,70.0,105.0,-2299.486631550106,-2.935514848787369,-2299.486631550106,-2.935514848787369,90.8356704711914,-72.29517622050355,nan,0,-7514.098621197023,-9.592466324932369,-2973.4728092485493,-3.7959227352109135,90.8356704711914,-72.29517622050355,nan,40.0,160.0,70.0,140.0,0.6384011696476775,0.0
onestep_70_011,PS-onestep-02.xlsx,11,single_step,70.0,0.1002,nan,nan,0.1002,10.0,60.0,27.467694910576387,17296.188519595456,17296.87463152249,2860.1442229636104,2752.537173874195,2525.8042979940637,2525.8042979940637,17222.12084610309,17222.806958030127,0,795.9667801931114,-1008.7875631851082,-3171.932281494137,0.0,0.0,0.0,1273.923778157377,-1200.3100054731199,-16.9635105133057,35.6820831298828,52.6455936431885,70.0,105.0,70.0,105.0,-1872.1186201057922,-2.389938663964841,-1299.5513978858312,-1.6590017845351035,104.997245788574,-59.14879484966582,nan,0,-6693.137075612742,-8.54443030929286,-2717.3331386090795,-3.4689359216286113,105.958564758301,-61.020482774555376,nan,40.0,160.0,70.0,140.0,0.5197519743739771,0.0
onestep_70_012,PS-onestep-02.xlsx,12,single_step,70.0,0.4998,nan,nan,0.4998,10.0,60.0,27.467694910576387,17248.314414866752,17249.02957030931,2883.5858397311144,2738.397749889833,2540.513006623549,2540.513006623549,17174.360197591835,17175.075353034394,0,816.6869912525963,-1034.2521562601219,-3174.979934692384,0.0,0.0,0.0,1295.9880186189205,-1216.4509375958096,-17.2711391448975,36.9676818847656,54.2388210296631,70.0,105.0,70.0,105.0,-1807.473572776028,-2.3074130716289716,-1256.8786084517546,-1.6045258831298994,104.99089050293,-58.354265024085635,nan,0,-6523.17781481035,-8.327461040183424,-2653.2452109267233,-3.3871215458639017,105.952445983887,-60.01654036170498,nan,40.0,160.0,70.0,140.0,0.5018047189905306,0.0
onestep_70_013,PS-onestep-02.xlsx,13,single_step,70.0,0.7979999999999999,nan,nan,0.7979999999999999,10.0,60.0,27.467694910576387,17226.59677325248,17227.34225547472,2848.601018884621,2727.8711869643944,2506.1826796467235,2506.1826796467235,17154.07155174579,17154.81703396803,0,4382.59385681152,0.0,0.0,794.0088908672329,-1006.2790981135987,-3209.5596618652307,1262.9474914156153,-1186.7179819071025,-17.9266414642334,37.2793121337891,55.2059535980225,70.0,105.0,70.0,105.0,-1818.227275402086,-2.3211412026409604,-1268.273709814633,-1.619072821039957,104.984893798828,-58.86476721175063,nan,0,-6519.067580162994,-8.32221393212297,-2676.46994472589,-3.4167701422032635,105.98055267334,-60.70662669540707,nan,40.0,160.0,70.0,140.0,0.5047902446467032,0.0
onestep_70_014,PS-onestep-02.xlsx,14,single_step,70.0,1.0002,nan,nan,1.0002,10.0,60.0,27.467694910576387,17223.37855630874,17224.22084597905,2817.416400109064,2730.5584660809595,2506.057374407451,2506.057374407451,17151.395355472625,17152.23764514293,0,4349.84483337402,0.0,0.0,778.4452868870324,-982.6339004388258,-3187.6339340209975,1239.826365260754,-1163.2468161091567,-20.0876045227051,37.7350692749023,57.8226737976074,70.0,105.0,70.0,105.0,-1749.0395064148256,-2.2328163911678622,-1218.9514244404495,-1.5561082014133396,104.984832763672,-56.09144747563914,nan,0,-6249.285551530408,-7.977811342379244,-2563.6113445903284,-3.272695333519568,105.878616333008,-58.41270976107512,nan,40.0,160.0,70.0,140.0,0.48558180392747835,0.0
onestep_70_015,PS-onestep-02.xlsx,15,single_step,70.0,4.998,nan,nan,4.998,10.0,60.0,27.467694910576387,17188.25131414731,17189.163999191915,2773.9905093100756,2724.0122412334035,2581.226600710472,2581.226600710472,17120.200339873685,17121.113024918297,0,4221.99122009277,-3471.7968749997663,-231.0380859375,711.3571668518375,-911.7510029676588,-2980.0879058837904,1162.7341666241734,-1108.228568511448,-20.6884288787842,38.0638122558594,58.752241134643604,70.0,105.0,70.0,105.0,-1632.5524734673527,-2.08410954059662,-1126.404043342148,-1.4379626085218913,104.995948791504,-53.29214084165119,nan,0,-5848.15176099709,-7.465725652336709,-2380.7455537446394,-3.039249643078263,105.97428894043,-54.909303662578395,nan,40.0,160.0,70.0,140.0,0.4532417776528642,0.0
onestep_70_016,PS-onestep-02.xlsx,16,single_step,70.0,10.020000000000001,nan,nan,10.020000000000001,10.0,60.0,27.467694910576387,17144.798773180635,17145.676699943535,2723.1774910316253,2717.266251230555,2662.5191413117313,2662.5191413117313,17080.791361732532,17081.669288495432,0,4084.4198577880843,-3127.971502131428,-469.6728515625,631.8670024679162,-825.8597889903544,-2806.7929534912123,1072.285617283412,-1043.9661029632916,-20.0504150390625,38.8978271484375,58.9482421875,70.0,105.0,70.0,105.0,-1576.369714063305,-2.0123868690169853,-1086.8218864372805,-1.3874321954518474,104.99471282959,-50.798303984561244,nan,0,-5650.674997775806,-7.213627656735071,-2291.3768210803405,-2.9251618992514983,105.9892578125,-52.93004849354952,nan,40.0,160.0,70.0,140.0,0.4376438877475859,0.0
onestep_70_017,PS-onestep-02.xlsx,17,single_step,70.0,49.98,nan,nan,49.98,10.0,60.0,27.467694910576387,17153.56005376815,17153.884929345437,2463.7456335679185,2634.299702149691,4031.159425201248,4031.159425201248,17148.389566300702,17148.714441877994,0,2340.4792541503903,-5659.343636371362,-3942.0341186523397,651.0732158314095,-827.312492018924,-2234.354934692379,743.5068650446015,-570.7930631794379,-16.0876274108887,34.4537658691406,50.5413932800293,70.0,105.0,70.0,105.0,-1564.1075492194818,-1.9967330415567852,-1073.9951937659725,-1.3710576941693264,104.998840332031,-49.54465976337292,nan,0,-5561.083695479566,-7.099255781463275,-2245.426369500994,-2.8665017482991413,105.993743896484,-51.43363960227521,nan,40.0,160.0,70.0,140.0,0.4342395712052312,0.0
