sample_id,source_file,cycle_id,mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,heating_rate_C_min,cooling_rate_C_min,noise_sigma_uW,process_total_integral_uW_min,process_total_abs_integral_uW_min,process_total_mean_uW,process_total_std_uW,process_hold_integral_uW_min,process_hold_abs_integral_uW_min,process_cooling_integral_uW_min,process_cooling_abs_integral_uW_min,process_between_step_heating_integral_uW_min,process_step1_hold_mean_uW,process_step1_hold_slope_uW_min,process_step1_hold_delta_uW,process_step2_hold_mean_uW,process_step2_hold_slope_uW_min,process_step2_hold_delta_uW,process_final_cooling_mean_uW,process_final_cooling_slope_uW_min,process_pre_scan_start_dsc_uW,process_pre_scan_end_dsc_uW,process_pre_scan_dsc_shift_uW,feature_integration_low_C,feature_integration_high_C,feature_peak_low_C,feature_peak_high_C,delta_h_total_rel,delta_h_total_J_g,peak_area_rel,peak_area_J_g,peak_temperature_Tp_C,peak_height_uW,onset_temperature_C,kovacs_peak_label,delta_h_total_40_160_rel,delta_h_total_40_160_J_g,peak_area_40_160_rel,peak_area_40_160_J_g,peak_temperature_Tp_40_160_C,peak_height_40_160_uW,onset_temperature_40_160_C,legacy_feature_integration_low_C,legacy_feature_integration_high_C,legacy_feature_peak_low_C,legacy_feature_peak_high_C,recovery_index,path_dependence_index
onestep_50_011,PS-onestep-01.xlsx,11,single_step,50.0,0.1002,nan,nan,0.1002,10.0,60.0,27.467694910576387,18714.759241708114,18714.759241708114,3208.347841132028,2999.785750595373,2684.1794678053,2684.1794678053,18650.64778486893,18650.64778486893,0,903.9531829833986,-1187.9847018684059,-3257.1061477661165,0.0,0.0,0.0,1173.3292338943481,-1304.196902022003,40.1279926300049,32.2517948150635,-7.876197814941399,70.0,105.0,70.0,105.0,-3680.576878061397,-4.6986087805039105,-2591.9668415311335,-3.3088938402525105,104.997123718262,-115.80690192658699,70.0147247314453,0,-13060.270896487247,-16.672686250834786,-5402.1284057400535,-6.896334134987302,106.008445739746,-119.2819736891322,70.0147247314453,40.0,160.0,70.0,140.0,0.8318792247184534,0.0
onestep_50_012,PS-onestep-01.xlsx,12,single_step,50.0,0.4998,nan,nan,0.4998,10.0,60.0,27.467694910576387,18707.427736543017,18707.427736543017,3180.0051852056054,2992.561400843889,2648.5961337788904,2648.5961337788904,18643.079373779132,18643.079373779132,0,3859.24954414368,0.0,0.0,882.4608157021659,-1152.3436059004134,-3200.150615692137,1146.8424868253198,-1269.3907430670624,41.1376438140869,32.8555202484131,-8.2821235656738,70.0,105.0,70.0,105.0,-3647.802471135775,-4.656769112088222,-2569.4887393604818,-3.280198390672955,104.984321594238,-114.62819844249634,70.0035247802734,0,-12904.749631424276,-16.47414846564801,-5341.123780537564,-6.818455890047954,106.013206481934,-117.93285474858999,70.0035247802734,40.0,160.0,70.0,140.0,0.8244715956626912,0.0
onestep_50_013,PS-onestep-01.xlsx,13,single_step,50.0,0.7979999999999999,nan,nan,0.7979999999999999,10.0,60.0,27.467694910576387,18696.798319126763,18696.798319126763,3142.9309256791403,2989.6018930689747,2651.8527068234384,2651.8527068234384,18632.748279930805,18632.748279930805,0,3860.26272773743,0.0,0.0,865.4993299258656,-1118.861010854518,-3315.102550506595,1127.2703254847854,-1239.1696247323857,42.0133991241455,33.454122543335,-8.559276580810504,70.0,105.0,70.0,105.0,-3624.5656031163553,-4.62710502525492,-2555.092519126618,-3.261820237182916,104.986099243164,-114.62072498989073,70.008918762207,0,-12866.857217705327,-16.425775171538714,-5326.617226982983,-6.799936885510189,105.980941772461,-117.56329198446952,70.008918762207,40.0,160.0,70.0,140.0,0.8192196288125758,0.0
onestep_50_014,PS-onestep-01.xlsx,14,single_step,50.0,1.0002,nan,nan,1.0002,10.0,60.0,27.467694910576387,18685.355571664175,18685.355571664175,3115.0885499636333,2988.433687093805,2651.748907864889,2651.748907864889,18621.34018619521,18621.34018619521,0,3859.39895820618,0.0,0.0,852.182121105295,-1095.5281497047827,-3302.0339813232454,1111.6953003714532,-1217.6026155303834,41.7869358062744,33.6384143829346,-8.148521423339801,70.0,105.0,70.0,105.0,-3583.40691502224,-4.574562019177327,-2525.6745087376175,-3.2242653303033415,104.996315002441,-112.81628610256462,70.0156860351563,0,-12747.583158962385,-16.27351041569666,-5272.444224351737,-6.730779860874557,106.0078125,-115.79028181337799,70.0156860351563,40.0,160.0,70.0,140.0,0.8099169953731691,0.0
onestep_50_015,PS-onestep-01.xlsx,15,single_step,50.0,4.998,nan,nan,4.998,10.0,60.0,27.467694910576387,18677.48588892619,18677.48588892619,3079.6677345757957,2987.210481498071,2640.4031626065203,2640.4031626065203,18614.967821979364,18614.967821979364,0,3805.685579299928,-252.07031250087746,-28.29541015625,767.7429412256477,-1012.3263604315408,-3152.735805511473,1022.5750506369125,-1149.0176629014022,43.0862216949463,34.5842952728271,-8.501926422119205,70.0,105.0,70.0,105.0,-3535.572761905848,-4.513497142858529,-2495.128749695302,-3.1852707442918744,104.997093200684,-111.46289569486976,70.0151138305664,0,-12562.59069337395,-16.037349821328444,-5200.844365876717,-6.639375786225596,106.025733947754,-114.49683654733417,70.0151138305664,40.0,160.0,70.0,140.0,0.7991055819649301,0.0
onestep_50_016,PS-onestep-01.xlsx,16,single_step,50.0,10.020000000000001,nan,nan,10.020000000000001,10.0,60.0,27.467694910576387,18664.502286787032,18664.502286787032,3027.703211645178,2983.8844482638956,2682.922925793226,2682.922925793226,18604.335981721728,18604.335981721728,0,3697.7298175811784,-658.9128196024002,-154.65747070313,681.9585454037317,-917.8175219114542,-2978.839096069339,932.6596796308248,-1072.6085685488529,43.7834720611572,34.3625965118408,-9.4208755493164,70.0,105.0,70.0,105.0,-3501.548997980353,-4.470062550613216,-2468.644946492049,-3.1514616338196366,104.984321594238,-109.52724629405634,70.0156860351563,0,-12423.18653943298,-15.85938707161657,-5125.014267154282,-6.542571404877806,105.709396362305,-112.0001619227678,70.0156860351563,40.0,160.0,70.0,140.0,0.7914155748562476,0.0
onestep_50_017,PS-onestep-01.xlsx,17,single_step,50.0,49.98,nan,nan,49.98,10.0,60.0,27.467694910576387,18692.766536817544,18692.766536817544,2736.3649252821756,2925.604185988585,3665.349536269452,3665.349536269452,18681.7596764342,18681.7596764342,0,2716.701845169068,-3951.7861320497705,-3089.639648437498,458.78781234339647,-587.6645243539735,-1025.1828613281207,474.66309696379153,-457.557057707487,44.5428943634033,30.8829669952393,-13.659927368163999,70.0,105.0,70.0,105.0,-3477.5504083557976,-4.439426053220167,-2450.5707481297004,-3.128388189101745,104.998001098633,-109.56191873485977,70.0108337402344,0,-12375.576527788684,-15.798608333347257,-5104.326539126698,-6.516161539310677,105.959197998047,-112.08042091721768,70.0108337402344,40.0,160.0,70.0,140.0,0.7859914446743164,0.0
onestep_50_018,PS-onestep-01.xlsx,18,single_step,50.0,100.02,nan,nan,100.02,10.0,60.0,27.467694910576387,18730.695959399545,18730.695959399545,2438.610156917779,2886.0029102192575,3785.7238415624024,3785.7238415624024,18729.58514190356,18729.58514190356,0,1445.4546995544433,-2812.2370952040615,-3709.9205551147443,446.85050937392936,-578.6974520849029,-957.6613464355471,439.26352772102524,-413.28942002901914,46.2913303375244,29.6839008331299,-16.6074295043945,70.0,105.0,70.0,105.0,-3443.1749618421736,-4.39554250447937,-2425.5475721961266,-3.0964437091865444,104.996315002441,-108.57299996975462,70.0146102905273,0,-12216.900165475101,-15.596042764436296,-5031.088887093807,-6.422666664375072,105.974555969238,-110.72067109344584,70.0146102905273,40.0,160.0,70.0,140.0,0.7782219507220078,0.0
onestep_50_019,PS-onestep-01.xlsx,19,single_step,50.0,499.98,nan,nan,499.98,10.0,60.0,27.467694910576387,19024.767531916295,19024.767531916295,1324.6619918982556,2429.4185803740934,4063.228327287152,4063.228327287152,19024.083101762135,19024.083101762135,0,323.8737165985107,-184.84003945908043,-3879.4819412231477,441.13724126418424,-583.1428216045126,-997.2264060974078,433.9593191506727,-417.51223036953024,49.4036655426025,28.6807308197021,-20.722934722900405,70.0,105.0,70.0,105.0,-3340.899729826215,-4.264978378501551,-2342.501225923319,-2.9904270969233857,104.995529174805,-103.79201845818989,70.0038681030273,0,-11908.368964788602,-15.20217314653864,-4857.798021005558,-6.201444282134755,106.041069030762,-106.30917803274087,70.0038681030273,40.0,160.0,70.0,140.0,0.7551058350868555,0.0
onestep_50_020,PS-onestep-01.xlsx,20,single_step,50.0,1000.0200000000001,nan,nan,1000.0200000000001,10.0,60.0,27.467694910576387,19047.742668498347,19047.742668498347,838.7941836918966,1991.8274022342655,4358.400441166596,4358.400441166596,19047.013294153207,19047.013294153207,0,180.78798885345458,-47.65793236713171,-3870.3489227294954,433.09411523255653,-567.7913391670644,-963.175975799561,425.4608531557898,-405.98508633013444,32.891580581665,30.239278793335,-2.6523017883300035,70.0,105.0,70.0,105.0,-2902.4711316733465,-3.7052822957532077,-2025.9980375159312,-2.5863804734245925,104.989776611328,-93.00019587720271,70.0145797729492,0,-10422.681497060845,-13.305550847311716,-4279.581724742172,-5.463295818819793,105.985069274902,-95.9209298427545,70.0145797729492,40.0,160.0,70.0,140.0,0.656012770491528,0.0
